HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
264,MO- COLUMBIA,80.67,0,0,5,80.11,83.52,0 [0 - 5],80.67% [80.11% - 83.52%],05-12-2020
267,MO- JOPLIN,80.0,0,0,2,80.0,81.36,0 [0 - 2],80.0% [80.0% - 81.36%],05-12-2020
268,MO- KANSAS CITY,85.1,217,199,261,82.47,91.28,217 [199 - 261],85.1% [82.47% - 91.28%],05-12-2020
270,MO- SPRINGFIELD,81.27,7,7,12,80.61,83.68,7 [7 - 12],81.27% [80.61% - 83.68%],05-12-2020
273,MO- ST LOUIS,81.98,129,118,169,81.02,85.43,129 [118 - 169],81.98% [81.02% - 85.43%],05-12-2020
274,MT- BILLINGS,80.78,7,6,9,80.0,81.99,7 [6 - 9],80.78% [80.0% - 81.99%],05-12-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.75,0 [0 - 0],80.0% [80.0% - 80.75%],05-12-2020
276,MT- MISSOULA,80.0,0,0,0,80.0,80.95,0 [0 - 0],80.0% [80.0% - 80.95%],05-12-2020
277,NE- LINCOLN,96.66,161,146,195,86.64,117.29,161 [146 - 195],96.66% [86.64% - 117.29%],05-12-2020
278,NE- OMAHA,105.37,692,636,778,91.41,124.76,692 [636 - 778],105.37% [91.41% - 124.76%],05-12-2020
279,NV- LAS VEGAS,91.51,231,213,280,85.14,105.4,231 [213 - 280],91.51% [85.14% - 105.4%],05-12-2020
280,NV- RENO,86.06,56,50,70,81.82,93.33,56 [50 - 70],86.06% [81.82% - 93.33%],05-12-2020
281,NH- LEBANON,82.95,14,13,17,80.41,87.11,14 [13 - 17],82.95% [80.41% - 87.11%],05-12-2020
282,NH- MANCHESTER,84.36,42,38,49,81.47,88.56,42 [38 - 49],84.36% [81.47% - 88.56%],05-12-2020
283,NJ- CAMDEN,85.18,191,172,231,81.89,91.79,191 [172 - 231],85.18% [81.89% - 91.79%],05-12-2020
284,NJ- HACKENSACK,90.32,165,151,202,84.45,103.92,165 [151 - 202],90.32% [84.45% - 103.92%],05-12-2020
285,NJ- MORRISTOWN,92.82,106,96,131,85.29,110.19,106 [96 - 131],92.82% [85.29% - 110.19%],05-12-2020
288,NJ- NEW BRUNSWICK,88.2,97,89,120,83.4,99.67,97 [89 - 120],88.2% [83.4% - 99.67%],05-12-2020
289,NJ- NEWARK,87.76,165,150,202,83.37,98.31,165 [150 - 202],87.76% [83.37% - 98.31%],05-12-2020
291,NJ- PATERSON,88.39,40,37,50,83.31,99.52,40 [37 - 50],88.39% [83.31% - 99.52%],05-12-2020
292,NJ- RIDGEWOOD,101.86,72,65,90,88.59,132.65,72 [65 - 90],101.86% [88.59% - 132.65%],05-12-2020
293,NM- ALBUQUERQUE,93.29,233,213,292,86.16,111.88,233 [213 - 292],93.29% [86.16% - 111.88%],05-12-2020
295,NY- ALBANY,90.15,211,188,286,83.33,109.99,211 [188 - 286],90.15% [83.33% - 109.99%],05-12-2020
296,NY- BINGHAMTON,82.36,7,6,13,80.0,90.55,7 [6 - 13],82.36% [80.0% - 90.55%],05-12-2020
297,NY- BRONX,98.77,289,259,366,86.93,128.84,289 [259 - 366],98.77% [86.93% - 128.84%],05-12-2020
299,NY- BUFFALO,82.39,42,38,57,80.58,88.15,42 [38 - 57],82.39% [80.58% - 88.15%],05-12-2020
300,NY- ELMIRA,81.36,7,6,11,80.0,86.78,7 [6 - 11],81.36% [80.0% - 86.78%],05-12-2020
301,NY- EAST LONG ISLAND,100.48,964,864,1231,87.48,134.76,964 [864 - 1231],100.48% [87.48% - 134.76%],05-12-2020
304,NY- ROCHESTER,82.43,28,26,45,80.71,90.47,28 [26 - 45],82.43% [80.71% - 90.47%],05-12-2020
307,NY- SYRACUSE,81.2,7,6,22,80.32,87.96,7 [6 - 22],81.2% [80.32% - 87.96%],05-12-2020
308,NY- WHITE PLAINS,97.21,216,196,273,86.94,123.95,216 [196 - 273],97.21% [86.94% - 123.95%],05-12-2020
309,NC- ASHEVILLE,81.98,14,13,23,80.64,85.54,14 [13 - 23],81.98% [80.64% - 85.54%],05-12-2020
311,NC- CHARLOTTE,89.83,306,279,364,84.71,100.39,306 [279 - 364],89.83% [84.71% - 100.39%],05-12-2020
312,NC- DURHAM,86.54,160,145,203,82.88,96.68,160 [145 - 203],86.54% [82.88% - 96.68%],05-12-2020
313,NC- GREENSBORO,86.54,60,56,75,82.9,95.05,60 [56 - 75],86.54% [82.9% - 95.05%],05-12-2020
314,NC- GREENVILLE,83.85,49,44,61,81.0,88.37,49 [44 - 61],83.85% [81.0% - 88.37%],05-12-2020
315,NC- HICKORY,85.75,17,15,22,81.6,92.43,17 [15 - 22],85.75% [81.6% - 92.43%],05-12-2020
318,NC- RALEIGH,94.39,327,296,397,86.26,111.69,327 [296 - 397],94.39% [86.26% - 111.69%],05-12-2020
319,NC- WILMINGTON,86.06,42,38,50,81.89,92.9,42 [38 - 50],86.06% [81.89% - 92.9%],05-12-2020
320,NC- WINSTON-SALEM,85.46,107,97,129,81.71,91.41,107 [97 - 129],85.46% [81.71% - 91.41%],05-12-2020
321,ND- BISMARCK,82.84,7,7,10,80.84,86.21,7 [7 - 10],82.84% [80.84% - 86.21%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.39,0,0,4,80.0,81.68,0 [0 - 4],80.39% [80.0% - 81.68%],05-12-2020
323,ND- GRAND FORKS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
324,ND- MINOT,81.13,0,0,1,80.0,82.71,0 [0 - 1],81.13% [80.0% - 82.71%],05-12-2020
325,OH- AKRON,87.27,91,83,113,82.84,97.11,91 [83 - 113],87.27% [82.84% - 97.11%],05-12-2020
326,OH- CANTON,85.55,56,50,74,81.13,94.04,56 [50 - 74],85.55% [81.13% - 94.04%],05-12-2020
327,OH- CINCINNATI,83.58,84,77,110,81.36,89.01,84 [77 - 110],83.58% [81.36% - 89.01%],05-12-2020
328,OH- CLEVELAND,86.37,280,253,348,82.11,95.24,280 [253 - 348],86.37% [82.11% - 95.24%],05-12-2020
329,OH- COLUMBUS,82.34,113,100,149,80.52,86.76,113 [100 - 149],82.34% [80.52% - 86.76%],05-12-2020
330,OH- DAYTON,81.4,22,20,35,80.46,85.94,22 [20 - 35],81.4% [80.46% - 85.94%],05-12-2020
331,OH- ELYRIA,90.63,35,32,43,82.9,103.59,35 [32 - 43],90.63% [82.9% - 103.59%],05-12-2020
332,OH- KETTERING,83.91,21,19,26,81.12,89.08,21 [19 - 26],83.91% [81.12% - 89.08%],05-12-2020
334,OH- TOLEDO,82.15,43,38,59,80.55,86.04,43 [38 - 59],82.15% [80.55% - 86.04%],05-12-2020
335,OH- YOUNGSTOWN,84.25,49,46,60,81.77,89.15,49 [46 - 60],84.25% [81.77% - 89.15%],05-12-2020
336,OK- LAWTON,80.0,0,0,2,80.0,83.93,0 [0 - 2],80.0% [80.0% - 83.93%],05-12-2020
339,OK- OKLAHOMA CITY,83.96,126,115,170,81.29,90.94,126 [115 - 170],83.96% [81.29% - 90.94%],05-12-2020
340,OK- TULSA,81.98,56,51,74,80.56,86.57,56 [51 - 74],81.98% [80.56% - 86.57%],05-12-2020
341,OR- BEND,83.69,7,7,9,80.99,89.88,7 [7 - 9],83.69% [80.99% - 89.88%],05-12-2020
