HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
86,CA- SANTA BARBARA,85.5,21,20,29,82.69,93.66,21 [20 - 29],85.5% [82.69% - 93.66%],05-12-2020
87,CA- SANTA CRUZ,101.55,35,32,43,89.75,128.47,35 [32 - 43],101.55% [89.75% - 128.47%],05-12-2020
89,CA- SANTA ROSA,87.38,63,58,77,83.12,95.91,63 [58 - 77],87.38% [83.12% - 95.91%],05-12-2020
91,CA- STOCKTON,93.44,70,64,85,85.55,109.63,70 [64 - 85],93.44% [85.55% - 109.63%],05-12-2020
96,CA- VENTURA,87.21,56,51,68,83.12,95.96,56 [51 - 68],87.21% [83.12% - 95.96%],05-12-2020
101,CO- BOULDER,94.79,31,29,36,86.11,106.95,31 [29 - 36],94.79% [86.11% - 106.95%],05-12-2020
102,CO- COLORADO SPRINGS,90.55,56,51,65,84.25,101.45,56 [51 - 65],90.55% [84.25% - 101.45%],05-12-2020
103,CO- DENVER,94.7,349,316,395,85.78,105.73,349 [316 - 395],94.7% [85.78% - 105.73%],05-12-2020
104,CO- FORT COLLINS,87.85,21,20,25,83.76,94.55,21 [20 - 25],87.85% [83.76% - 94.55%],05-12-2020
105,CO- GRAND JUNCTION,94.63,49,44,56,85.05,104.37,49 [44 - 56],94.63% [85.05% - 104.37%],05-12-2020
106,CO- GREELEY,88.38,28,26,34,83.47,96.09,28 [26 - 34],88.38% [83.47% - 96.09%],05-12-2020
107,CO- PUEBLO,82.17,7,7,8,81.13,83.38,7 [7 - 8],82.17% [81.13% - 83.38%],05-12-2020
109,CT- BRIDGEPORT,112.15,238,221,284,97.88,149.32,238 [221 - 284],112.15% [97.88% - 149.32%],05-12-2020
110,CT- HARTFORD,92.32,185,169,233,86.2,111.23,185 [169 - 233],92.32% [86.2% - 111.23%],05-12-2020
111,CT- NEW HAVEN,98.39,318,292,390,89.22,123.3,318 [292 - 390],98.39% [89.22% - 123.3%],05-12-2020
112,DE- WILMINGTON,88.26,70,66,83,84.3,95.47,70 [66 - 83],88.26% [84.3% - 95.47%],05-12-2020
113,DC- WASHINGTON,104.35,719,665,797,93.55,119.37,719 [665 - 797],104.35% [93.55% - 119.37%],05-12-2020
115,FL- BRADENTON,83.46,4,4,7,81.83,87.76,4 [4 - 7],83.46% [81.83% - 87.76%],05-12-2020
116,FL- CLEARWATER,81.94,11,10,15,80.86,84.76,11 [10 - 15],81.94% [80.86% - 84.76%],05-12-2020
118,FL- FORT LAUDERDALE,83.21,125,114,158,81.39,88.06,125 [114 - 158],83.21% [81.39% - 88.06%],05-12-2020
119,FL- FORT MYERS,82.62,42,39,53,80.99,86.46,42 [39 - 53],82.62% [80.99% - 86.46%],05-12-2020
120,FL- GAINESVILLE,81.0,7,7,11,80.49,83.86,7 [7 - 11],81.0% [80.49% - 83.86%],05-12-2020
122,FL- HUDSON,82.39,14,13,16,80.56,85.35,14 [13 - 16],82.39% [80.56% - 85.35%],05-12-2020
123,FL- JACKSONVILLE,81.91,42,38,52,80.39,84.68,42 [38 - 52],81.91% [80.39% - 84.68%],05-12-2020
124,FL- LAKELAND,82.01,7,7,10,80.94,85.62,7 [7 - 10],82.01% [80.94% - 85.62%],05-12-2020
127,FL- MIAMI,83.15,152,139,194,81.39,88.18,152 [139 - 194],83.15% [81.39% - 88.18%],05-12-2020
129,FL- OCALA,81.83,9,8,12,80.37,84.82,9 [8 - 12],81.83% [80.37% - 84.82%],05-12-2020
130,FL- ORLANDO,81.84,87,80,113,80.97,85.06,87 [80 - 113],81.84% [80.97% - 85.06%],05-12-2020
131,FL- ORMOND BEACH,81.08,7,7,10,80.48,83.57,7 [7 - 10],81.08% [80.48% - 83.57%],05-12-2020
133,FL- PANAMA CITY,80.0,0,0,1,80.0,82.26,0 [0 - 1],80.0% [80.0% - 82.26%],05-12-2020
134,FL- PENSACOLA,81.36,14,12,18,80.0,83.92,14 [12 - 18],81.36% [80.0% - 83.92%],05-12-2020
137,FL- SARASOTA,82.14,14,14,16,80.97,84.29,14 [14 - 16],82.14% [80.97% - 84.29%],05-12-2020
139,FL- ST PETERSBURG,81.62,7,7,10,80.69,83.94,7 [7 - 10],81.62% [80.69% - 83.94%],05-12-2020
140,FL- TALLAHASSEE,82.0,28,24,32,80.37,84.34,28 [24 - 32],82.0% [80.37% - 84.34%],05-12-2020
141,FL- TAMPA,82.23,42,39,53,81.01,85.56,42 [39 - 53],82.23% [81.01% - 85.56%],05-12-2020
142,GA- ALBANY,92.64,63,56,69,83.76,100.79,63 [56 - 69],92.64% [83.76% - 100.79%],05-12-2020
144,GA- ATLANTA,93.19,789,721,950,86.04,108.66,789 [721 - 950],93.19% [86.04% - 108.66%],05-12-2020
145,GA- AUGUSTA,81.84,21,20,25,80.81,83.95,21 [20 - 25],81.84% [80.81% - 83.95%],05-12-2020
146,GA- COLUMBUS,83.35,16,15,21,81.59,87.23,16 [15 - 21],83.35% [81.59% - 87.23%],05-12-2020
147,GA- MACON,81.55,14,12,25,80.27,86.13,14 [12 - 25],81.55% [80.27% - 86.13%],05-12-2020
148,GA- ROME,90.3,35,32,45,83.42,106.5,35 [32 - 45],90.3% [83.42% - 106.5%],05-12-2020
149,GA- SAVANNAH,81.87,14,14,23,81.31,85.64,14 [14 - 23],81.87% [81.31% - 85.64%],05-12-2020
151,ID- BOISE,81.7,11,10,15,80.48,82.99,11 [10 - 15],81.7% [80.48% - 82.99%],05-12-2020
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
154,IL- AURORA,110.41,82,76,96,94.23,136.55,82 [76 - 96],110.41% [94.23% - 136.55%],05-12-2020
155,IL- BLUE ISLAND,95.55,206,189,237,87.61,108.39,206 [189 - 237],95.55% [87.61% - 108.39%],05-12-2020
156,IL- CHICAGO,95.41,697,639,802,87.55,108.14,697 [639 - 802],95.41% [87.55% - 108.14%],05-12-2020
158,IL- ELGIN,114.84,199,183,231,97.31,144.18,199 [183 - 231],114.84% [97.31% - 144.18%],05-12-2020
161,IL- EVANSTON,101.77,277,254,318,90.72,119.78,277 [254 - 318],101.77% [90.72% - 119.78%],05-12-2020
163,IL- HINSDALE,102.55,130,119,150,90.82,121.36,130 [119 - 150],102.55% [90.82% - 121.36%],05-12-2020
164,IL- JOLIET,105.23,175,160,202,92.07,126.23,175 [160 - 202],105.23% [92.07% - 126.23%],05-12-2020
166,IL- MELROSE PARK,102.3,365,335,421,90.86,120.89,365 [335 - 421],102.3% [90.86% - 120.89%],05-12-2020
170,IL- PEORIA,83.84,38,35,47,81.83,88.61,38 [35 - 47],83.84% [81.83% - 88.61%],05-12-2020
171,IL- ROCKFORD,93.27,110,101,127,85.75,104.23,110 [101 - 127],93.27% [85.75% - 104.23%],05-12-2020
172,IL- SPRINGFIELD,81.73,22,19,32,80.47,85.15,22 [19 - 32],81.73% [80.47% - 85.15%],05-12-2020
173,IL- URBANA,82.08,11,10,16,81.15,86.64,11 [10 - 16],82.08% [81.15% - 86.64%],05-12-2020
175,IL- BLOOMINGTON,94.3,18,16,21,84.49,105.47,18 [16 - 21],94.3% [84.49% - 105.47%],05-12-2020
179,IN- EVANSVILLE,80.3,6,3,9,80.0,82.1,6 [3 - 9],80.3% [80.0% - 82.1%],05-12-2020
180,IN- FORT WAYNE,81.95,21,21,29,81.94,85.83,21 [21 - 29],81.95% [81.94% - 85.83%],05-12-2020
181,IN- GARY,103.78,192,177,218,91.89,122.3,192 [177 - 218],103.78% [91.89% - 122.3%],05-12-2020
183,IN- INDIANAPOLIS,96.13,511,460,600,85.1,110.05,511 [460 - 600],96.13% [85.1% - 110.05%],05-12-2020
184,IN- LAFAYETTE,85.83,21,18,25,80.0,92.69,21 [18 - 25],85.83% [80.0% - 92.69%],05-12-2020
185,IN- MUNCIE,90.29,21,18,24,80.0,92.41,21 [18 - 24],90.29% [80.0% - 92.41%],05-12-2020
186,IN- MUNSTER,101.53,129,119,147,91.01,117.0,129 [119 - 147],101.53% [91.01% - 117.0%],05-12-2020
187,IN- SOUTH BEND,90.11,77,71,85,84.25,96.61,77 [71 - 85],90.11% [84.25% - 96.61%],05-12-2020
188,IN- TERRE HAUTE,80.0,0,0,3,80.0,87.98,0 [0 - 3],80.0% [80.0% - 87.98%],05-12-2020
190,IA- CEDAR RAPIDS,91.93,67,61,80,84.48,102.58,67 [61 - 80],91.93% [84.48% - 102.58%],05-12-2020
191,IA- DAVENPORT,81.92,21,18,27,81.08,84.9,21 [18 - 27],81.92% [81.08% - 84.9%],05-12-2020
192,IA- DES MOINES,84.47,79,71,100,82.0,90.66,79 [71 - 100],84.47% [82.0% - 90.66%],05-12-2020
193,IA- DUBUQUE,84.34,14,13,17,82.39,90.09,14 [13 - 17],84.34% [82.39% - 90.09%],05-12-2020
194,IA- IOWA CITY,86.54,61,56,76,83.35,94.46,61 [56 - 76],86.54% [83.35% - 94.46%],05-12-2020
195,IA- MASON CITY,80.0,0,0,0,80.0,81.5,0 [0 - 0],80.0% [80.0% - 81.5%],05-12-2020
196,IA- SIOUX CITY,81.58,6,6,11,81.06,84.68,6 [6 - 11],81.58% [81.06% - 84.68%],05-12-2020
197,IA- WATERLOO,83.33,7,7,11,81.88,90.17,7 [7 - 11],83.33% [81.88% - 90.17%],05-12-2020
200,KS- TOPEKA,82.15,21,19,27,81.23,85.88,21 [19 - 27],82.15% [81.23% - 85.88%],05-12-2020
201,KS- WICHITA,81.08,30,27,42,80.36,83.43,30 [27 - 42],81.08% [80.36% - 83.43%],05-12-2020
203,KY- COVINGTON,87.26,35,31,41,80.0,92.17,35 [31 - 41],87.26% [80.0% - 92.17%],05-12-2020
204,KY- LEXINGTON,83.85,98,87,137,80.96,92.39,98 [87 - 137],83.85% [80.96% - 92.39%],05-12-2020
205,KY- LOUISVILLE,85.89,140,126,171,81.91,93.43,140 [126 - 171],85.89% [81.91% - 93.43%],05-12-2020
207,KY- OWENSBORO,80.0,0,0,2,80.0,88.47,0 [0 - 2],80.0% [80.0% - 88.47%],05-12-2020
208,KY- PADUCAH,80.06,0,0,0,80.0,80.37,0 [0 - 0],80.06% [80.0% - 80.37%],05-12-2020
209,LA- ALEXANDRIA,80.0,0,0,0,80.0,81.21,0 [0 - 0],80.0% [80.0% - 81.21%],05-12-2020
210,LA- BATON ROUGE,83.54,41,36,51,80.97,88.31,41 [36 - 51],83.54% [80.97% - 88.31%],05-12-2020
212,LA- HOUMA,83.58,7,7,11,80.57,90.7,7 [7 - 11],83.58% [80.57% - 90.7%],05-12-2020
213,LA- LAFAYETTE,80.57,0,0,3,80.0,82.45,0 [0 - 3],80.57% [80.0% - 82.45%],05-12-2020
214,LA- LAKE CHARLES,80.0,0,0,0,80.0,81.39,0 [0 - 0],80.0% [80.0% - 81.39%],05-12-2020
216,LA- METAIRIE,93.51,60,54,71,84.35,107.89,60 [54 - 71],93.51% [84.35% - 107.89%],05-12-2020
217,LA- MONROE,80.0,0,0,0,80.0,81.3,0 [0 - 0],80.0% [80.0% - 81.3%],05-12-2020
218,LA- NEW ORLEANS,89.41,96,86,114,83.46,99.46,96 [86 - 114],89.41% [83.46% - 99.46%],05-12-2020
219,LA- SHREVEPORT,80.81,4,3,7,80.07,81.61,4 [3 - 7],80.81% [80.07% - 81.61%],05-12-2020
220,LA- SLIDELL,95.98,33,31,40,88.93,113.73,33 [31 - 40],95.98% [88.93% - 113.73%],05-12-2020
221,ME- BANGOR,80.36,0,0,1,80.0,81.1,0 [0 - 1],80.36% [80.0% - 81.1%],05-12-2020
222,ME- PORTLAND,82.79,35,32,41,81.14,85.6,35 [32 - 41],82.79% [81.14% - 85.6%],05-12-2020
223,MD- BALTIMORE,99.33,698,643,807,89.67,115.29,698 [643 - 807],99.33% [89.67% - 115.29%],05-12-2020
225,MD- SALISBURY,91.11,61,55,70,83.74,102.09,61 [55 - 70],91.11% [83.74% - 102.09%],05-12-2020
226,MD- TAKOMA PARK,126.73,319,298,353,107.12,154.44,319 [298 - 353],126.73% [107.12% - 154.44%],05-12-2020
227,MA- BOSTON,96.45,893,819,1051,87.77,113.09,893 [819 - 1051],96.45% [87.77% - 113.09%],05-12-2020
230,MA- SPRINGFIELD,90.65,82,75,97,84.93,101.3,82 [75 - 97],90.65% [84.93% - 101.3%],05-12-2020
231,MA- WORCESTER,96.58,133,123,158,87.67,113.98,133 [123 - 158],96.58% [87.67% - 113.98%],05-12-2020
232,MI- ANN ARBOR,85.23,73,65,87,81.62,90.39,73 [65 - 87],85.23% [81.62% - 90.39%],05-12-2020
233,MI- DEARBORN,84.25,28,26,33,81.52,88.58,28 [26 - 33],84.25% [81.52% - 88.58%],05-12-2020
234,MI- DETROIT,84.76,97,87,116,81.7,89.83,97 [87 - 116],84.76% [81.7% - 89.83%],05-12-2020
235,MI- FLINT,83.59,15,13,18,80.98,86.11,15 [13 - 18],83.59% [80.98% - 86.11%],05-12-2020
236,MI- GRAND RAPIDS,81.32,9,8,11,80.39,82.04,9 [8 - 11],81.32% [80.39% - 82.04%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,1,80.0,81.69,0 [0 - 1],80.0% [80.0% - 81.69%],05-12-2020
239,MI- LANSING,80.82,0,0,5,80.13,84.17,0 [0 - 5],80.82% [80.13% - 84.17%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.42,0,0,1,80.0,82.61,0 [0 - 1],80.42% [80.0% - 82.61%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,85.05,24,22,29,81.77,90.22,24 [22 - 29],85.05% [81.77% - 90.22%],05-12-2020
245,MI- ROYAL OAK,83.79,41,38,49,81.36,87.68,41 [38 - 49],83.79% [81.36% - 87.68%],05-12-2020
246,MI- SAGINAW,80.59,0,0,1,80.0,81.15,0 [0 - 1],80.59% [80.0% - 81.15%],05-12-2020
248,MI- ST JOSEPH,83.0,0,0,0,80.0,82.98,0 [0 - 0],83.0% [80.0% - 82.98%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,80.75,0,0,2,80.09,81.55,0 [0 - 2],80.75% [80.09% - 81.55%],05-12-2020
251,MN- MINNEAPOLIS,86.49,297,271,358,82.99,93.78,297 [271 - 358],86.49% [82.99% - 93.78%],05-12-2020
253,MN- ROCHESTER,83.54,48,42,55,80.85,86.89,48 [42 - 55],83.54% [80.85% - 86.89%],05-12-2020
254,MN- ST CLOUD,85.61,20,18,24,81.7,90.75,20 [18 - 24],85.61% [81.7% - 90.75%],05-12-2020
256,MN- ST PAUL,89.06,108,101,129,84.55,97.64,108 [101 - 129],89.06% [84.55% - 97.64%],05-12-2020
257,MS- GULFPORT,90.94,42,39,49,84.27,101.22,42 [39 - 49],90.94% [84.27% - 101.22%],05-12-2020
258,MS- HATTIESBURG,87.22,42,37,48,80.41,92.31,42 [37 - 48],87.22% [80.41% - 92.31%],05-12-2020
259,MS- JACKSON,84.16,91,82,123,81.38,92.12,91 [82 - 123],84.16% [81.38% - 92.12%],05-12-2020
260,MS- MERIDIAN,80.0,0,0,1,80.0,81.33,0 [0 - 1],80.0% [80.0% - 81.33%],05-12-2020
261,MS- OXFORD,80.0,0,0,5,80.0,88.62,0 [0 - 5],80.0% [80.0% - 88.62%],05-12-2020
262,MS- TUPELO,81.63,7,6,19,80.0,87.67,7 [6 - 19],81.63% [80.0% - 87.67%],05-12-2020
263,MO- CAPE GIRARDEAU,80.06,0,0,0,80.0,80.29,0 [0 - 0],80.06% [80.0% - 80.29%],05-12-2020
264,MO- COLUMBIA,80.67,0,0,4,80.43,82.98,0 [0 - 4],80.67% [80.43% - 82.98%],05-12-2020
267,MO- JOPLIN,80.0,0,0,0,80.0,80.84,0 [0 - 0],80.0% [80.0% - 80.84%],05-12-2020
268,MO- KANSAS CITY,84.45,182,167,217,82.41,89.25,182 [167 - 217],84.45% [82.41% - 89.25%],05-12-2020
270,MO- SPRINGFIELD,81.27,7,7,10,80.61,82.76,7 [7 - 10],81.27% [80.61% - 82.76%],05-12-2020
273,MO- ST LOUIS,81.73,109,101,138,80.97,84.28,109 [101 - 138],81.73% [80.97% - 84.28%],05-12-2020
274,MT- BILLINGS,80.78,7,6,9,80.0,81.81,7 [6 - 9],80.78% [80.0% - 81.81%],05-12-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.62,0 [0 - 0],80.0% [80.0% - 80.62%],05-12-2020
276,MT- MISSOULA,80.22,0,0,0,80.0,80.95,0 [0 - 0],80.22% [80.0% - 80.95%],05-12-2020
277,NE- LINCOLN,94.49,137,125,165,86.64,109.07,137 [125 - 165],94.49% [86.64% - 109.07%],05-12-2020
278,NE- OMAHA,104.67,686,630,759,92.22,121.12,686 [630 - 759],104.67% [92.22% - 121.12%],05-12-2020
279,NV- LAS VEGAS,91.47,231,213,271,85.63,102.54,231 [213 - 271],91.47% [85.63% - 102.54%],05-12-2020
280,NV- RENO,86.06,56,51,65,82.08,91.3,56 [51 - 65],86.06% [82.08% - 91.3%],05-12-2020
281,NH- LEBANON,82.98,14,13,16,80.62,86.69,14 [13 - 16],82.98% [80.62% - 86.69%],05-12-2020
282,NH- MANCHESTER,84.16,42,39,48,81.77,87.65,42 [39 - 48],84.16% [81.77% - 87.65%],05-12-2020
283,NJ- CAMDEN,85.89,218,199,256,82.4,92.13,218 [199 - 256],85.89% [82.4% - 92.13%],05-12-2020
284,NJ- HACKENSACK,93.2,212,195,250,86.41,107.41,212 [195 - 250],93.2% [86.41% - 107.41%],05-12-2020
285,NJ- MORRISTOWN,95.82,134,123,159,87.11,112.78,134 [123 - 159],95.82% [87.11% - 112.78%],05-12-2020
288,NJ- NEW BRUNSWICK,90.01,120,110,144,84.59,101.26,120 [110 - 144],90.01% [84.59% - 101.26%],05-12-2020
289,NJ- NEWARK,89.71,206,189,244,84.71,100.35,206 [189 - 244],89.71% [84.71% - 100.35%],05-12-2020
291,NJ- PATERSON,90.54,51,47,61,84.67,101.73,51 [47 - 61],90.54% [84.67% - 101.73%],05-12-2020
292,NJ- RIDGEWOOD,108.2,93,85,112,92.63,140.61,93 [85 - 112],108.2% [92.63% - 140.61%],05-12-2020
293,NM- ALBUQUERQUE,91.58,205,190,250,85.95,104.47,205 [190 - 250],91.58% [85.95% - 104.47%],05-12-2020
295,NY- ALBANY,92.85,280,251,351,84.81,111.65,280 [251 - 351],92.85% [84.81% - 111.65%],05-12-2020
296,NY- BINGHAMTON,82.39,7,6,12,80.0,90.23,7 [6 - 12],82.39% [80.0% - 90.23%],05-12-2020
297,NY- BRONX,104.8,383,347,466,90.69,137.1,383 [347 - 466],104.8% [90.69% - 137.1%],05-12-2020
299,NY- BUFFALO,82.68,43,38,57,80.83,87.98,43 [38 - 57],82.68% [80.83% - 87.98%],05-12-2020
300,NY- ELMIRA,81.42,7,6,11,80.0,86.69,7 [6 - 11],81.42% [80.0% - 86.69%],05-12-2020
301,NY- EAST LONG ISLAND,114.18,1269,1150,1555,96.56,150.87,1269 [1150 - 1555],114.18% [96.56% - 150.87%],05-12-2020
304,NY- ROCHESTER,83.43,36,31,54,81.05,90.71,36 [31 - 54],83.43% [81.05% - 90.71%],05-12-2020
307,NY- SYRACUSE,81.59,15,14,30,80.67,87.68,15 [14 - 30],81.59% [80.67% - 87.68%],05-12-2020
308,NY- WHITE PLAINS,103.11,288,263,350,90.64,132.17,288 [263 - 350],103.11% [90.64% - 132.17%],05-12-2020
309,NC- ASHEVILLE,81.65,13,12,18,80.64,83.41,13 [12 - 18],81.65% [80.64% - 83.41%],05-12-2020
311,NC- CHARLOTTE,88.34,256,237,299,84.56,95.81,256 [237 - 299],88.34% [84.56% - 95.81%],05-12-2020
312,NC- DURHAM,85.5,136,125,169,82.77,91.87,136 [125 - 169],85.5% [82.77% - 91.87%],05-12-2020
313,NC- GREENSBORO,85.59,50,46,60,82.45,90.98,50 [46 - 60],85.59% [82.45% - 90.98%],05-12-2020
314,NC- GREENVILLE,82.85,42,37,48,80.96,85.74,42 [37 - 48],82.85% [80.96% - 85.74%],05-12-2020
315,NC- HICKORY,84.72,14,13,18,81.6,89.09,14 [13 - 18],84.72% [81.6% - 89.09%],05-12-2020
318,NC- RALEIGH,92.1,276,253,325,86.02,104.09,276 [253 - 325],92.1% [86.02% - 104.09%],05-12-2020
319,NC- WILMINGTON,84.03,27,23,33,81.89,89.45,27 [23 - 33],84.03% [81.89% - 89.45%],05-12-2020
320,NC- WINSTON-SALEM,84.21,90,81,105,81.52,88.45,90 [81 - 105],84.21% [81.52% - 88.45%],05-12-2020
321,ND- BISMARCK,82.84,7,7,9,80.84,84.89,7 [7 - 9],82.84% [80.84% - 84.89%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.39,0,0,1,80.0,80.79,0 [0 - 1],80.39% [80.0% - 80.79%],05-12-2020
323,ND- GRAND FORKS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
324,ND- MINOT,81.13,0,0,1,80.0,81.57,0 [0 - 1],81.13% [80.0% - 81.57%],05-12-2020
325,OH- AKRON,86.84,79,71,96,82.97,94.47,79 [71 - 96],86.84% [82.97% - 94.47%],05-12-2020
326,OH- CANTON,85.55,56,50,68,81.18,90.97,56 [50 - 68],85.55% [81.18% - 90.97%],05-12-2020
327,OH- CINCINNATI,83.58,84,77,101,81.44,87.22,84 [77 - 101],83.58% [81.44% - 87.22%],05-12-2020
328,OH- CLEVELAND,86.34,280,255,334,82.38,93.21,280 [255 - 334],86.34% [82.38% - 93.21%],05-12-2020
329,OH- COLUMBUS,82.13,91,82,122,80.57,85.06,91 [82 - 122],82.13% [80.57% - 85.06%],05-12-2020
330,OH- DAYTON,81.35,21,20,32,80.46,84.44,21 [20 - 32],81.35% [80.46% - 84.44%],05-12-2020
331,OH- ELYRIA,90.6,35,32,42,84.14,100.55,35 [32 - 42],90.6% [84.14% - 100.55%],05-12-2020
332,OH- KETTERING,83.91,21,19,25,81.3,87.35,21 [19 - 25],83.91% [81.3% - 87.35%],05-12-2020
334,OH- TOLEDO,82.0,35,32,47,80.57,84.32,35 [32 - 47],82.0% [80.57% - 84.32%],05-12-2020
335,OH- YOUNGSTOWN,84.19,49,46,58,81.77,87.81,49 [46 - 58],84.19% [81.77% - 87.81%],05-12-2020
336,OK- LAWTON,80.0,0,0,2,80.0,82.24,0 [0 - 2],80.0% [80.0% - 82.24%],05-12-2020
339,OK- OKLAHOMA CITY,84.08,130,117,162,81.34,89.35,130 [117 - 162],84.08% [81.34% - 89.35%],05-12-2020
340,OK- TULSA,81.54,42,39,60,80.56,85.2,42 [39 - 60],81.54% [80.56% - 85.2%],05-12-2020
341,OR- BEND,83.69,7,7,8,80.99,87.65,7 [7 - 8],83.69% [80.99% - 87.65%],05-12-2020
