HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
25,CA- BAKERSFIELD,82.36,42,38,58,80.69,86.94,42 [38 - 58],82.36% [80.69% - 86.94%],05-12-2020
31,CA- CHICO,82.5,5,4,11,80.16,91.25,5 [4 - 11],82.5% [80.16% - 91.25%],05-12-2020
33,CA- CONTRA COSTA CO.,98.94,192,171,247,86.44,130.32,192 [171 - 247],98.94% [86.44% - 130.32%],05-12-2020
43,CA- FRESNO,84.19,51,45,69,81.1,92.57,51 [45 - 69],84.19% [81.1% - 92.57%],05-12-2020
56,CA- LOS ANGELES,85.89,767,683,1022,82.0,96.78,767 [683 - 1022],85.89% [82.0% - 96.78%],05-12-2020
58,CA- MODESTO,90.2,94,83,125,83.03,108.97,94 [83 - 125],90.2% [83.03% - 108.97%],05-12-2020
62,CA- NAPA,90.47,28,25,38,81.89,109.21,28 [25 - 38],90.47% [81.89% - 109.21%],05-12-2020
65,CA- ALAMEDA CO.,96.76,286,256,368,85.71,124.57,286 [256 - 368],96.76% [85.71% - 124.57%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,84.41,22,20,30,81.42,92.63,22 [20 - 30],84.41% [81.42% - 92.63%],05-12-2020
73,CA- REDDING,84.79,25,22,36,81.02,95.53,25 [22 - 36],84.79% [81.02% - 95.53%],05-12-2020
77,CA- SACRAMENTO,92.93,319,284,419,84.01,115.95,319 [284 - 419],92.93% [84.01% - 115.95%],05-12-2020
78,CA- SALINAS,91.33,43,39,59,83.78,112.66,43 [39 - 59],91.33% [83.78% - 112.66%],05-12-2020
79,CA- SAN BERNARDINO,87.46,225,201,304,82.53,101.46,225 [201 - 304],87.46% [82.53% - 101.46%],05-12-2020
80,CA- SAN DIEGO,90.07,366,325,486,83.28,108.44,366 [325 - 486],90.07% [83.28% - 108.44%],05-12-2020
81,CA- SAN FRANCISCO,89.98,255,228,327,83.35,106.26,255 [228 - 327],89.98% [83.35% - 106.26%],05-12-2020
82,CA- SAN JOSE,101.44,328,294,419,87.3,136.28,328 [294 - 419],101.44% [87.3% - 136.28%],05-12-2020
83,CA- SAN LUIS OBISPO,90.34,22,19,30,82.41,109.39,22 [19 - 30],90.34% [82.41% - 109.39%],05-12-2020
85,CA- SAN MATEO CO.,91.63,155,139,199,84.01,110.49,155 [139 - 199],91.63% [84.01% - 110.49%],05-12-2020
86,CA- SANTA BARBARA,86.98,30,27,42,82.59,100.19,30 [27 - 42],86.98% [82.59% - 100.19%],05-12-2020
87,CA- SANTA CRUZ,102.92,40,35,53,86.96,144.35,40 [35 - 53],102.92% [86.96% - 144.35%],05-12-2020
89,CA- SANTA ROSA,87.76,71,63,94,82.63,101.44,71 [63 - 94],87.76% [82.63% - 101.44%],05-12-2020
91,CA- STOCKTON,95.08,80,72,106,84.8,121.49,80 [72 - 106],95.08% [84.8% - 121.49%],05-12-2020
96,CA- VENTURA,88.04,66,59,88,82.61,103.27,66 [59 - 88],88.04% [82.61% - 103.27%],05-12-2020
101,CO- BOULDER,105.88,67,61,80,91.58,135.58,67 [61 - 80],105.88% [91.58% - 135.58%],05-12-2020
102,CO- COLORADO SPRINGS,101.44,121,111,148,88.6,126.96,121 [111 - 148],101.44% [88.6% - 126.96%],05-12-2020
103,CO- DENVER,104.28,646,589,772,90.57,132.19,646 [589 - 772],104.28% [90.57% - 132.19%],05-12-2020
104,CO- FORT COLLINS,93.3,45,42,55,86.42,109.73,45 [42 - 55],93.3% [86.42% - 109.73%],05-12-2020
105,CO- GRAND JUNCTION,100.01,84,78,99,90.23,122.17,84 [78 - 99],100.01% [90.23% - 122.17%],05-12-2020
106,CO- GREELEY,95.75,66,60,80,86.56,115.78,66 [60 - 80],95.75% [86.56% - 115.78%],05-12-2020
107,CO- PUEBLO,83.58,11,10,15,81.25,88.4,11 [10 - 15],83.58% [81.25% - 88.4%],05-12-2020
109,CT- BRIDGEPORT,102.91,171,154,203,87.55,129.2,171 [154 - 203],102.91% [87.55% - 129.2%],05-12-2020
110,CT- HARTFORD,92.71,196,175,241,83.04,110.62,196 [175 - 241],92.71% [83.04% - 110.62%],05-12-2020
111,CT- NEW HAVEN,95.86,282,253,339,84.91,115.98,282 [253 - 339],95.86% [84.91% - 115.98%],05-12-2020
112,DE- WILMINGTON,91.13,114,103,134,84.89,102.4,114 [103 - 134],91.13% [84.89% - 102.4%],05-12-2020
113,DC- WASHINGTON,122.93,1374,1262,1559,102.04,157.04,1374 [1262 - 1559],122.93% [102.04% - 157.04%],05-12-2020
115,FL- BRADENTON,84.85,14,13,19,81.83,92.27,14 [13 - 19],84.85% [81.83% - 92.27%],05-12-2020
116,FL- CLEARWATER,82.97,25,23,32,81.28,87.57,25 [23 - 32],82.97% [81.28% - 87.57%],05-12-2020
118,FL- FORT LAUDERDALE,84.68,228,209,290,82.02,92.15,228 [209 - 290],84.68% [82.02% - 92.15%],05-12-2020
119,FL- FORT MYERS,83.79,80,72,103,81.41,90.12,80 [72 - 103],83.79% [81.41% - 90.12%],05-12-2020
120,FL- GAINESVILLE,81.53,14,14,24,80.71,86.84,14 [14 - 24],81.53% [80.71% - 86.84%],05-12-2020
122,FL- HUDSON,83.03,18,17,24,81.04,87.91,18 [17 - 24],83.03% [81.04% - 87.91%],05-12-2020
123,FL- JACKSONVILLE,83.19,90,80,119,80.98,88.75,90 [80 - 119],83.19% [80.98% - 88.75%],05-12-2020
124,FL- LAKELAND,83.5,16,15,21,81.5,88.61,16 [15 - 21],83.5% [81.5% - 88.61%],05-12-2020
127,FL- MIAMI,84.65,284,258,360,81.87,92.17,284 [258 - 360],84.65% [81.87% - 92.17%],05-12-2020
129,FL- OCALA,83.45,21,20,29,81.1,88.19,21 [20 - 29],83.45% [81.1% - 88.19%],05-12-2020
130,FL- ORLANDO,83.15,186,169,236,81.33,88.08,186 [169 - 236],83.15% [81.33% - 88.08%],05-12-2020
131,FL- ORMOND BEACH,82.28,21,19,26,80.6,85.5,21 [19 - 26],82.28% [80.6% - 85.5%],05-12-2020
133,FL- PANAMA CITY,80.98,6,5,7,80.0,82.41,6 [5 - 7],80.98% [80.0% - 82.41%],05-12-2020
134,FL- PENSACOLA,82.01,23,22,31,80.47,85.66,23 [22 - 31],82.01% [80.47% - 85.66%],05-12-2020
137,FL- SARASOTA,82.8,21,20,28,81.04,87.61,21 [20 - 28],82.8% [81.04% - 87.61%],05-12-2020
139,FL- ST PETERSBURG,82.47,18,17,24,81.06,86.32,18 [17 - 24],82.47% [81.06% - 86.32%],05-12-2020
140,FL- TALLAHASSEE,86.22,106,92,130,81.67,95.83,106 [92 - 130],86.22% [81.67% - 95.83%],05-12-2020
141,FL- TAMPA,83.44,80,74,101,81.53,88.69,80 [74 - 101],83.44% [81.53% - 88.69%],05-12-2020
142,GA- ALBANY,102.29,126,114,148,90.07,125.81,126 [114 - 148],102.29% [90.07% - 125.81%],05-12-2020
144,GA- ATLANTA,106.8,2336,2105,2760,91.52,134.18,2336 [2105 - 2760],106.8% [91.52% - 134.18%],05-12-2020
145,GA- AUGUSTA,85.98,83,76,104,82.48,93.36,83 [76 - 104],85.98% [82.48% - 93.36%],05-12-2020
146,GA- COLUMBUS,89.18,62,56,77,83.26,99.46,62 [56 - 77],89.18% [83.26% - 99.46%],05-12-2020
147,GA- MACON,89.24,124,108,156,81.65,101.91,124 [108 - 156],89.24% [81.65% - 101.91%],05-12-2020
148,GA- ROME,108.03,110,99,130,90.52,136.97,110 [99 - 130],108.03% [90.52% - 136.97%],05-12-2020
149,GA- SAVANNAH,89.14,105,93,128,82.67,98.71,105 [93 - 128],89.14% [82.67% - 98.71%],05-12-2020
151,ID- BOISE,82.44,25,23,32,80.96,86.02,25 [23 - 32],82.44% [80.96% - 86.02%],05-12-2020
152,ID- IDAHO FALLS,80.0,0,0,1,80.0,82.39,0 [0 - 1],80.0% [80.0% - 82.39%],05-12-2020
154,IL- AURORA,137.75,175,159,207,105.43,202.2,175 [159 - 207],137.75% [105.43% - 202.2%],05-12-2020
155,IL- BLUE ISLAND,107.93,405,369,477,92.62,138.2,405 [369 - 477],107.93% [92.62% - 138.2%],05-12-2020
156,IL- CHICAGO,104.02,1360,1238,1599,91.02,129.86,1360 [1238 - 1599],104.02% [91.02% - 129.86%],05-12-2020
158,IL- ELGIN,144.96,405,369,477,109.1,214.53,405 [369 - 477],144.96% [109.1% - 214.53%],05-12-2020
161,IL- EVANSTON,119.19,543,494,637,97.72,161.25,543 [494 - 637],119.19% [97.72% - 161.25%],05-12-2020
163,IL- HINSDALE,121.41,260,237,307,98.45,167.0,260 [237 - 307],121.41% [98.45% - 167.0%],05-12-2020
164,IL- JOLIET,126.97,357,324,424,100.74,180.15,357 [324 - 424],126.97% [100.74% - 180.15%],05-12-2020
166,IL- MELROSE PARK,120.54,722,657,850,98.23,164.74,722 [657 - 850],120.54% [98.23% - 164.74%],05-12-2020
170,IL- PEORIA,89.9,105,96,135,83.44,104.05,105 [96 - 135],89.9% [83.44% - 104.05%],05-12-2020
171,IL- ROCKFORD,108.03,253,230,301,92.34,139.18,253 [230 - 301],108.03% [92.34% - 139.18%],05-12-2020
172,IL- SPRINGFIELD,86.06,94,84,125,81.61,96.94,94 [84 - 125],86.06% [81.61% - 96.94%],05-12-2020
173,IL- URBANA,87.57,43,38,60,82.02,101.56,43 [38 - 60],87.57% [82.02% - 101.56%],05-12-2020
175,IL- BLOOMINGTON,108.3,41,38,52,91.99,146.67,41 [38 - 52],108.3% [91.99% - 146.67%],05-12-2020
179,IN- EVANSVILLE,82.11,21,18,42,80.39,89.24,21 [18 - 42],82.11% [80.39% - 89.24%],05-12-2020
180,IN- FORT WAYNE,85.39,71,64,123,81.94,105.41,71 [64 - 123],85.39% [81.94% - 105.41%],05-12-2020
181,IN- GARY,130.24,445,403,516,102.58,177.08,445 [403 - 516],130.24% [102.58% - 177.08%],05-12-2020
183,IN- INDIANAPOLIS,103.9,883,797,1176,88.63,149.85,883 [797 - 1176],103.9% [88.63% - 149.85%],05-12-2020
184,IN- LAFAYETTE,91.89,51,47,69,85.4,113.2,51 [47 - 69],91.89% [85.4% - 113.2%],05-12-2020
185,IN- MUNCIE,91.15,21,18,34,83.58,116.99,21 [18 - 34],91.15% [83.58% - 116.99%],05-12-2020
186,IN- MUNSTER,122.32,283,260,329,100.1,161.72,283 [260 - 329],122.32% [100.1% - 161.72%],05-12-2020
187,IN- SOUTH BEND,96.1,149,133,184,87.91,119.37,149 [133 - 184],96.1% [87.91% - 119.37%],05-12-2020
188,IN- TERRE HAUTE,86.85,21,18,28,80.0,95.21,21 [18 - 28],86.85% [80.0% - 95.21%],05-12-2020
190,IA- CEDAR RAPIDS,104.6,155,141,180,89.68,127.49,155 [141 - 180],104.6% [89.68% - 127.49%],05-12-2020
191,IA- DAVENPORT,86.69,87,78,101,82.38,93.09,87 [78 - 101],86.69% [82.38% - 93.09%],05-12-2020
192,IA- DES MOINES,93.25,267,237,322,84.13,108.55,267 [237 - 322],93.25% [84.13% - 108.55%],05-12-2020
193,IA- DUBUQUE,92.9,38,35,44,84.59,102.94,38 [35 - 44],92.9% [84.59% - 102.94%],05-12-2020
194,IA- IOWA CITY,94.74,159,144,184,85.2,106.81,159 [144 - 184],94.74% [85.2% - 106.81%],05-12-2020
195,IA- MASON CITY,82.2,5,4,13,80.0,89.96,5 [4 - 13],82.2% [80.0% - 89.96%],05-12-2020
196,IA- SIOUX CITY,87.98,55,46,67,81.59,98.29,55 [46 - 67],87.98% [81.59% - 98.29%],05-12-2020
197,IA- WATERLOO,92.77,42,36,52,82.97,106.92,42 [36 - 52],92.77% [82.97% - 106.92%],05-12-2020
200,KS- TOPEKA,86.26,62,56,86,82.2,100.69,62 [56 - 86],86.26% [82.2% - 100.69%],05-12-2020
201,KS- WICHITA,83.6,109,96,149,80.97,90.04,109 [96 - 149],83.6% [80.97% - 90.04%],05-12-2020
203,KY- COVINGTON,91.85,68,62,85,82.63,103.16,68 [62 - 85],91.85% [82.63% - 103.16%],05-12-2020
204,KY- LEXINGTON,85.51,170,148,249,80.96,100.19,170 [148 - 249],85.51% [80.96% - 100.19%],05-12-2020
205,KY- LOUISVILLE,89.68,274,237,348,82.66,105.96,274 [237 - 348],89.68% [82.66% - 105.96%],05-12-2020
207,KY- OWENSBORO,84.86,14,12,17,80.0,91.44,14 [12 - 17],84.86% [80.0% - 91.44%],05-12-2020
208,KY- PADUCAH,80.41,0,0,11,80.0,83.82,0 [0 - 11],80.41% [80.0% - 83.82%],05-12-2020
209,LA- ALEXANDRIA,80.0,0,0,0,80.0,81.21,0 [0 - 0],80.0% [80.0% - 81.21%],05-12-2020
210,LA- BATON ROUGE,82.57,30,26,44,80.48,89.11,30 [26 - 44],82.57% [80.48% - 89.11%],05-12-2020
212,LA- HOUMA,83.56,7,7,12,80.0,90.41,7 [7 - 12],83.56% [80.0% - 90.41%],05-12-2020
213,LA- LAFAYETTE,80.57,0,0,6,80.0,82.87,0 [0 - 6],80.57% [80.0% - 82.87%],05-12-2020
214,LA- LAKE CHARLES,80.0,0,0,0,80.0,81.39,0 [0 - 0],80.0% [80.0% - 81.39%],05-12-2020
216,LA- METAIRIE,87.3,30,27,43,82.08,103.54,30 [27 - 43],87.3% [82.08% - 103.54%],05-12-2020
217,LA- MONROE,80.0,0,0,0,80.0,81.3,0 [0 - 0],80.0% [80.0% - 81.3%],05-12-2020
218,LA- NEW ORLEANS,85.27,57,51,75,81.69,95.22,57 [51 - 75],85.27% [81.69% - 95.22%],05-12-2020
219,LA- SHREVEPORT,80.63,7,6,12,80.0,82.08,7 [6 - 12],80.63% [80.0% - 82.08%],05-12-2020
220,LA- SLIDELL,93.56,32,29,40,84.56,111.35,32 [29 - 40],93.56% [84.56% - 111.35%],05-12-2020
221,ME- BANGOR,80.52,0,0,2,80.0,81.83,0 [0 - 2],80.52% [80.0% - 81.83%],05-12-2020
222,ME- PORTLAND,83.02,35,32,45,80.99,87.35,35 [32 - 45],83.02% [80.99% - 87.35%],05-12-2020
223,MD- BALTIMORE,109.31,1535,1388,1748,92.71,132.71,1535 [1388 - 1748],109.31% [92.71% - 132.71%],05-12-2020
225,MD- SALISBURY,100.57,108,99,127,87.26,118.95,108 [99 - 127],100.57% [87.26% - 118.95%],05-12-2020
226,MD- TAKOMA PARK,161.69,611,564,691,122.74,224.6,611 [564 - 691],161.69% [122.74% - 224.6%],05-12-2020
227,MA- BOSTON,96.34,896,809,1118,85.97,120.18,896 [809 - 1118],96.34% [85.97% - 120.18%],05-12-2020
230,MA- SPRINGFIELD,91.09,84,77,107,83.75,107.23,84 [77 - 107],91.09% [83.75% - 107.23%],05-12-2020
231,MA- WORCESTER,96.67,135,123,171,86.09,122.45,135 [123 - 171],96.67% [86.09% - 122.45%],05-12-2020
232,MI- ANN ARBOR,83.17,47,42,65,80.86,90.48,47 [42 - 65],83.17% [80.86% - 90.48%],05-12-2020
233,MI- DEARBORN,82.64,16,14,23,80.73,88.39,16 [14 - 23],82.64% [80.73% - 88.39%],05-12-2020
234,MI- DETROIT,83.03,61,54,85,80.82,89.79,61 [54 - 85],83.03% [80.82% - 89.79%],05-12-2020
235,MI- FLINT,82.16,7,7,13,80.45,88.07,7 [7 - 13],82.16% [80.45% - 88.07%],05-12-2020
236,MI- GRAND RAPIDS,80.54,0,0,5,80.0,82.69,0 [0 - 5],80.54% [80.0% - 82.69%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,82.1,0 [0 - 2],80.0% [80.0% - 82.1%],05-12-2020
239,MI- LANSING,80.81,0,0,5,80.0,84.76,0 [0 - 5],80.81% [80.0% - 84.76%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.0,0,0,1,80.0,82.61,0 [0 - 1],80.0% [80.0% - 82.61%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,83.17,14,13,20,80.93,90.14,14 [13 - 20],83.17% [80.93% - 90.14%],05-12-2020
245,MI- ROYAL OAK,82.38,26,24,37,80.68,87.61,26 [24 - 37],82.38% [80.68% - 87.61%],05-12-2020
246,MI- SAGINAW,80.0,0,0,3,80.0,81.57,0 [0 - 3],80.0% [80.0% - 81.57%],05-12-2020
248,MI- ST JOSEPH,83.0,0,0,1,80.0,83.64,0 [0 - 1],83.0% [80.0% - 83.64%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,81.32,7,7,11,80.69,84.99,7 [7 - 11],81.32% [80.69% - 84.99%],05-12-2020
251,MN- MINNEAPOLIS,89.6,440,395,566,83.45,104.66,440 [395 - 566],89.6% [83.45% - 104.66%],05-12-2020
253,MN- ROCHESTER,84.95,67,57,86,81.5,93.04,67 [57 - 86],84.95% [81.5% - 93.04%],05-12-2020
254,MN- ST CLOUD,87.46,28,25,37,81.98,100.23,28 [25 - 37],87.46% [81.98% - 100.23%],05-12-2020
256,MN- ST PAUL,92.52,150,136,190,85.21,111.03,150 [136 - 190],92.52% [85.21% - 111.03%],05-12-2020
257,MS- GULFPORT,92.17,47,43,61,84.4,110.66,47 [43 - 61],92.17% [84.4% - 110.66%],05-12-2020
258,MS- HATTIESBURG,87.19,42,37,66,80.41,103.06,42 [37 - 66],87.19% [80.41% - 103.06%],05-12-2020
259,MS- JACKSON,85.14,128,110,199,81.32,100.96,128 [110 - 199],85.14% [81.32% - 100.96%],05-12-2020
260,MS- MERIDIAN,80.0,0,0,5,80.0,84.7,0 [0 - 5],80.0% [80.0% - 84.7%],05-12-2020
261,MS- OXFORD,82.37,9,6,17,80.0,94.89,9 [6 - 17],82.37% [80.0% - 94.89%],05-12-2020
262,MS- TUPELO,82.26,20,15,41,80.0,95.09,20 [15 - 41],82.26% [80.0% - 95.09%],05-12-2020
263,MO- CAPE GIRARDEAU,80.3,0,0,2,80.0,81.85,0 [0 - 2],80.3% [80.0% - 81.85%],05-12-2020
264,MO- COLUMBIA,81.49,14,13,28,80.6,87.1,14 [13 - 28],81.49% [80.6% - 87.1%],05-12-2020
267,MO- JOPLIN,80.65,0,0,6,80.0,84.61,0 [0 - 6],80.65% [80.0% - 84.61%],05-12-2020
268,MO- KANSAS CITY,88.86,415,377,497,83.97,98.78,415 [377 - 497],88.86% [83.97% - 98.78%],05-12-2020
270,MO- SPRINGFIELD,81.9,18,16,31,80.61,87.96,18 [16 - 31],81.9% [80.61% - 87.96%],05-12-2020
273,MO- ST LOUIS,83.8,275,247,338,81.48,88.93,275 [247 - 338],83.8% [81.48% - 88.93%],05-12-2020
274,MT- BILLINGS,81.08,9,8,13,80.36,82.9,9 [8 - 13],81.08% [80.36% - 82.9%],05-12-2020
275,MT- GREAT FALLS,80.17,0,0,0,80.0,80.75,0 [0 - 0],80.17% [80.0% - 80.75%],05-12-2020
276,MT- MISSOULA,81.0,0,0,3,80.0,82.85,0 [0 - 3],81.0% [80.0% - 82.85%],05-12-2020
277,NE- LINCOLN,108.07,303,273,356,90.94,139.72,303 [273 - 356],108.07% [90.94% - 139.72%],05-12-2020
278,NE- OMAHA,115.85,1080,999,1183,97.51,139.45,1080 [999 - 1183],115.85% [97.51% - 139.45%],05-12-2020
279,NV- LAS VEGAS,94.42,339,312,417,87.15,114.32,339 [312 - 417],94.42% [87.15% - 114.32%],05-12-2020
280,NV- RENO,87.19,77,69,101,82.29,99.42,77 [69 - 101],87.19% [82.29% - 99.42%],05-12-2020
281,NH- LEBANON,83.65,18,16,23,80.51,89.47,18 [16 - 23],83.65% [80.51% - 89.47%],05-12-2020
282,NH- MANCHESTER,84.15,42,39,53,81.77,90.18,42 [39 - 53],84.15% [81.77% - 90.18%],05-12-2020
283,NJ- CAMDEN,85.36,213,192,266,81.8,93.13,213 [192 - 266],85.36% [81.8% - 93.13%],05-12-2020
284,NJ- HACKENSACK,89.5,164,149,198,83.49,101.53,164 [149 - 198],89.5% [83.49% - 101.53%],05-12-2020
285,NJ- MORRISTOWN,92.46,111,101,139,84.51,110.24,111 [101 - 139],92.46% [84.51% - 110.24%],05-12-2020
288,NJ- NEW BRUNSWICK,88.04,103,93,129,82.86,99.96,103 [93 - 129],88.04% [82.86% - 99.96%],05-12-2020
289,NJ- NEWARK,87.36,167,151,206,82.65,97.67,167 [151 - 206],87.36% [82.65% - 97.67%],05-12-2020
291,NJ- PATERSON,87.81,42,39,53,82.63,99.1,42 [39 - 53],87.81% [82.63% - 99.1%],05-12-2020
292,NJ- RIDGEWOOD,99.63,70,64,86,86.82,124.7,70 [64 - 86],99.63% [86.82% - 124.7%],05-12-2020
293,NM- ALBUQUERQUE,98.09,340,303,420,86.04,122.54,340 [303 - 420],98.09% [86.04% - 122.54%],05-12-2020
295,NY- ALBANY,90.09,236,210,302,82.62,106.72,236 [210 - 302],90.09% [82.62% - 106.72%],05-12-2020
296,NY- BINGHAMTON,82.65,7,7,15,80.0,91.19,7 [7 - 15],82.65% [80.0% - 91.19%],05-12-2020
297,NY- BRONX,96.72,276,248,336,85.39,119.64,276 [248 - 336],96.72% [85.39% - 119.64%],05-12-2020
299,NY- BUFFALO,82.39,43,38,61,80.58,88.07,43 [38 - 61],82.39% [80.58% - 88.07%],05-12-2020
300,NY- ELMIRA,81.37,7,6,12,80.0,86.96,7 [6 - 12],81.37% [80.0% - 86.96%],05-12-2020
301,NY- EAST LONG ISLAND,98.38,931,834,1145,85.8,124.98,931 [834 - 1145],98.38% [85.8% - 124.98%],05-12-2020
304,NY- ROCHESTER,82.38,31,26,52,80.71,90.1,31 [26 - 52],82.38% [80.71% - 90.1%],05-12-2020
307,NY- SYRACUSE,81.36,13,10,28,80.11,87.82,13 [10 - 28],81.36% [80.11% - 87.82%],05-12-2020
308,NY- WHITE PLAINS,95.41,209,189,252,85.22,115.3,209 [189 - 252],95.41% [85.22% - 115.3%],05-12-2020
309,NC- ASHEVILLE,83.55,42,37,56,81.28,90.76,42 [37 - 56],83.55% [81.28% - 90.76%],05-12-2020
311,NC- CHARLOTTE,95.78,544,496,651,87.18,113.24,544 [496 - 651],95.78% [87.18% - 113.24%],05-12-2020
312,NC- DURHAM,90.5,304,269,373,83.83,105.25,304 [269 - 373],90.5% [83.83% - 105.25%],05-12-2020
313,NC- GREENSBORO,90.23,109,98,135,84.29,104.19,109 [98 - 135],90.23% [84.29% - 104.19%],05-12-2020
314,NC- GREENVILLE,85.5,80,72,108,81.67,95.19,80 [72 - 108],85.5% [81.67% - 95.19%],05-12-2020
315,NC- HICKORY,88.87,36,33,47,83.07,100.59,36 [33 - 47],88.87% [83.07% - 100.59%],05-12-2020
318,NC- RALEIGH,100.69,520,465,645,88.17,128.74,520 [465 - 645],100.69% [88.17% - 128.74%],05-12-2020
319,NC- WILMINGTON,89.16,62,56,79,82.88,101.12,62 [56 - 79],89.16% [82.88% - 101.12%],05-12-2020
320,NC- WINSTON-SALEM,87.92,169,153,214,82.82,98.71,169 [153 - 214],87.92% [82.82% - 98.71%],05-12-2020
321,ND- BISMARCK,84.47,19,17,25,81.31,92.05,19 [17 - 25],84.47% [81.31% - 92.05%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.8,8,7,13,80.34,83.15,8 [7 - 13],80.8% [80.34% - 83.15%],05-12-2020
323,ND- GRAND FORKS,80.19,0,0,1,80.0,81.53,0 [0 - 1],80.19% [80.0% - 81.53%],05-12-2020
324,ND- MINOT,81.94,7,7,9,80.43,85.0,7 [7 - 9],81.94% [80.43% - 85.0%],05-12-2020
325,OH- AKRON,92.67,174,157,214,84.91,108.98,174 [157 - 214],92.67% [84.91% - 108.98%],05-12-2020
326,OH- CANTON,89.93,121,109,152,83.92,104.63,121 [109 - 152],89.93% [83.92% - 104.63%],05-12-2020
327,OH- CINCINNATI,87.23,205,186,254,83.3,97.71,205 [186 - 254],87.23% [83.3% - 97.71%],05-12-2020
328,OH- CLEVELAND,91.22,564,509,689,84.44,105.38,564 [509 - 689],91.22% [84.44% - 105.38%],05-12-2020
329,OH- COLUMBUS,84.65,256,224,327,81.62,93.21,256 [224 - 327],84.65% [81.62% - 93.21%],05-12-2020
330,OH- DAYTON,84.32,81,70,110,81.04,92.85,81 [70 - 110],84.32% [81.04% - 92.85%],05-12-2020
331,OH- ELYRIA,97.08,66,61,83,86.76,118.9,66 [61 - 83],97.08% [86.76% - 118.9%],05-12-2020
332,OH- KETTERING,87.11,44,40,54,83.11,95.83,44 [40 - 54],87.11% [83.11% - 95.83%],05-12-2020
334,OH- TOLEDO,84.25,110,97,133,81.6,90.58,110 [97 - 133],84.25% [81.6% - 90.58%],05-12-2020
335,OH- YOUNGSTOWN,87.17,103,94,126,82.69,95.58,103 [94 - 126],87.17% [82.69% - 95.58%],05-12-2020
336,OK- LAWTON,83.14,14,12,19,80.0,91.08,14 [12 - 19],83.14% [80.0% - 91.08%],05-12-2020
339,OK- OKLAHOMA CITY,88.66,330,294,442,83.57,105.85,330 [294 - 442],88.66% [83.57% - 105.85%],05-12-2020
340,OK- TULSA,85.09,158,141,213,81.61,95.77,158 [141 - 213],85.09% [81.61% - 95.77%],05-12-2020
341,OR- BEND,83.69,7,7,9,80.99,91.36,7 [7 - 9],83.69% [80.99% - 91.36%],05-12-2020
