HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
366,SC- COLUMBIA,82.38,88,79,107,80.75,85.76,88 [79 - 107],82.38% [80.75% - 85.76%],05-12-2020
367,SC- FLORENCE,80.95,7,7,11,80.0,82.16,7 [7 - 11],80.95% [80.0% - 82.16%],05-12-2020
368,SC- GREENVILLE,81.41,30,26,37,80.25,83.43,30 [26 - 37],81.41% [80.25% - 83.43%],05-12-2020
369,SC- SPARTANBURG,80.92,7,7,10,80.38,82.54,7 [7 - 10],80.92% [80.38% - 82.54%],05-12-2020
370,SD- RAPID CITY,81.21,7,6,8,80.0,81.45,7 [6 - 8],81.21% [80.0% - 81.45%],05-12-2020
371,SD- SIOUX FALLS,83.3,89,81,124,81.19,90.42,89 [81 - 124],83.3% [81.19% - 90.42%],05-12-2020
373,TN- CHATTANOOGA,80.33,7,7,11,80.13,81.78,7 [7 - 11],80.33% [80.13% - 81.78%],05-12-2020
374,TN- JACKSON,80.0,0,0,1,80.0,80.37,0 [0 - 1],80.0% [80.0% - 80.37%],05-12-2020
375,TN- JOHNSON CITY,80.62,0,0,2,80.0,81.6,0 [0 - 2],80.62% [80.0% - 81.6%],05-12-2020
376,TN- KINGSPORT,80.0,0,0,2,80.0,80.3,0 [0 - 2],80.0% [80.0% - 80.3%],05-12-2020
377,TN- KNOXVILLE,80.18,7,7,14,80.07,81.2,7 [7 - 14],80.18% [80.07% - 81.2%],05-12-2020
379,TN- MEMPHIS,81.01,63,58,89,80.43,83.75,63 [58 - 89],81.01% [80.43% - 83.75%],05-12-2020
380,TN- NASHVILLE,82.28,189,169,232,80.55,85.54,189 [169 - 232],82.28% [80.55% - 85.54%],05-12-2020
382,TX- ABILENE,80.01,0,0,0,80.0,80.23,0 [0 - 0],80.01% [80.0% - 80.23%],05-12-2020
383,TX- AMARILLO,80.01,0,0,1,80.0,80.8,0 [0 - 1],80.01% [80.0% - 80.8%],05-12-2020
385,TX- AUSTIN,84.35,148,133,171,81.2,88.4,148 [133 - 171],84.35% [81.2% - 88.4%],05-12-2020
386,TX- BEAUMONT,80.48,0,0,4,80.0,81.68,0 [0 - 4],80.48% [80.0% - 81.68%],05-12-2020
388,TX- BRYAN,82.03,7,7,11,80.98,84.58,7 [7 - 11],82.03% [80.98% - 84.58%],05-12-2020
390,TX- CORPUS CHRISTI,80.3,0,0,1,80.0,80.58,0 [0 - 1],80.3% [80.0% - 80.58%],05-12-2020
391,TX- DALLAS,82.98,361,324,418,80.9,85.83,361 [324 - 418],82.98% [80.9% - 85.83%],05-12-2020
393,TX- EL PASO,81.29,33,30,39,80.44,82.55,33 [30 - 39],81.29% [80.44% - 82.55%],05-12-2020
394,TX- FORT WORTH,82.98,148,133,170,80.92,85.75,148 [133 - 170],82.98% [80.92% - 85.75%],05-12-2020
396,TX- HARLINGEN,80.61,7,7,9,80.07,81.62,7 [7 - 9],80.61% [80.07% - 81.62%],05-12-2020
397,TX- HOUSTON,82.24,379,341,443,80.7,84.58,379 [341 - 443],82.24% [80.7% - 84.58%],05-12-2020
399,TX- LONGVIEW,80.91,0,0,2,80.0,82.33,0 [0 - 2],80.91% [80.0% - 82.33%],05-12-2020
400,TX- LUBBOCK,80.52,7,7,11,80.25,81.38,7 [7 - 11],80.52% [80.25% - 81.38%],05-12-2020
402,TX- MCALLEN,80.63,7,7,8,80.25,81.2,7 [7 - 8],80.63% [80.25% - 81.2%],05-12-2020
406,TX- ODESSA,80.0,0,0,1,80.0,80.93,0 [0 - 1],80.0% [80.0% - 80.93%],05-12-2020
411,TX- SAN ANGELO,80.0,0,0,0,80.0,80.44,0 [0 - 0],80.0% [80.0% - 80.44%],05-12-2020
412,TX- SAN ANTONIO,84.88,350,313,405,81.3,89.62,350 [313 - 405],84.88% [81.3% - 89.62%],05-12-2020
413,TX- TEMPLE,83.05,27,25,30,80.75,85.01,27 [25 - 30],83.05% [80.75% - 85.01%],05-12-2020
416,TX- TYLER,80.96,10,9,16,80.37,83.37,10 [9 - 16],80.96% [80.37% - 83.37%],05-12-2020
417,TX- VICTORIA,80.0,0,0,0,80.0,80.78,0 [0 - 0],80.0% [80.0% - 80.78%],05-12-2020
418,TX- WACO,83.1,14,13,18,81.01,87.04,14 [13 - 18],83.1% [81.01% - 87.04%],05-12-2020
420,TX- WICHITA FALLS,80.9,0,0,1,80.0,81.74,0 [0 - 1],80.9% [80.0% - 81.74%],05-12-2020
421,UT- OGDEN,81.9,7,7,12,80.55,85.48,7 [7 - 12],81.9% [80.55% - 85.48%],05-12-2020
422,UT- PROVO,81.65,14,13,18,80.67,84.88,14 [13 - 18],81.65% [80.67% - 84.88%],05-12-2020
423,UT- SALT LAKE CITY,81.13,42,39,57,80.41,83.59,42 [39 - 57],81.13% [80.41% - 83.59%],05-12-2020
424,VT- BURLINGTON,80.4,0,0,10,80.0,84.55,0 [0 - 10],80.4% [80.0% - 84.55%],05-12-2020
426,VA- ARLINGTON,110.45,876,806,983,95.17,133.51,876 [806 - 983],110.45% [95.17% - 133.51%],05-12-2020
427,VA- CHARLOTTESVILLE,86.33,84,76,105,81.5,94.26,84 [76 - 105],86.33% [81.5% - 94.26%],05-12-2020
428,VA- LYNCHBURG,80.2,1,0,6,80.0,84.39,1 [0 - 6],80.2% [80.0% - 84.39%],05-12-2020
429,VA- NEWPORT NEWS,92.86,143,129,175,84.65,110.9,143 [129 - 175],92.86% [84.65% - 110.9%],05-12-2020
430,VA- NORFOLK,88.3,220,200,266,83.55,98.84,220 [200 - 266],88.3% [83.55% - 98.84%],05-12-2020
431,VA- RICHMOND,87.69,358,320,435,82.68,97.47,358 [320 - 435],87.69% [82.68% - 97.47%],05-12-2020
432,VA- ROANOKE,80.33,8,4,14,80.0,81.61,8 [4 - 14],80.33% [80.0% - 81.61%],05-12-2020
435,VA- WINCHESTER,86.49,57,51,66,81.82,92.86,57 [51 - 66],86.49% [81.82% - 92.86%],05-12-2020
437,WA- EVERETT,107.0,219,201,255,91.45,136.39,219 [201 - 255],107.0% [91.45% - 136.39%],05-12-2020
438,WA- OLYMPIA,93.49,91,84,110,85.63,112.3,91 [84 - 110],93.49% [85.63% - 112.3%],05-12-2020
439,WA- SEATTLE,96.91,917,839,1059,87.07,115.16,917 [839 - 1059],96.91% [87.07% - 115.16%],05-12-2020
440,WA- SPOKANE,83.86,142,128,177,81.22,89.71,142 [128 - 177],83.86% [81.22% - 89.71%],05-12-2020
441,WA- TACOMA,101.64,263,240,307,88.8,126.13,263 [240 - 307],101.64% [88.8% - 126.13%],05-12-2020
442,WA- YAKIMA,87.69,42,39,50,83.28,97.27,42 [39 - 50],87.69% [83.28% - 97.27%],05-12-2020
443,WV- CHARLESTON,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
444,WV- HUNTINGTON,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
445,WV- MORGANTOWN,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
446,WI- APPLETON,83.62,19,17,23,80.81,87.13,19 [17 - 23],83.62% [80.81% - 87.13%],05-12-2020
447,WI- GREEN BAY,81.42,19,17,24,80.37,83.31,19 [17 - 24],81.42% [80.37% - 83.31%],05-12-2020
448,WI- LA CROSSE,83.31,28,24,34,80.52,87.23,28 [24 - 34],83.31% [80.52% - 87.23%],05-12-2020
449,WI- MADISON,85.93,175,158,200,82.06,90.93,175 [158 - 200],85.93% [82.06% - 90.93%],05-12-2020
450,WI- MARSHFIELD,80.98,7,7,10,80.0,82.29,7 [7 - 10],80.98% [80.0% - 82.29%],05-12-2020
451,WI- MILWAUKEE,86.14,503,456,578,82.41,91.87,503 [456 - 578],86.14% [82.41% - 91.87%],05-12-2020
452,WI- NEENAH,84.69,21,20,25,81.25,88.24,21 [20 - 25],84.69% [81.25% - 88.24%],05-12-2020
456,WI- WAUSAU,80.51,0,0,1,80.0,81.77,0 [0 - 1],80.51% [80.0% - 81.77%],05-12-2020
457,WY- CASPER,80.37,0,0,1,80.14,81.57,0 [0 - 1],80.37% [80.14% - 81.57%],05-12-2020
303,NY- NEW YORK,88.34,1038,933,1307,83.17,100.82,1038 [933 - 1307],88.34% [83.17% - 100.82%],05-12-2020
