HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
96,CA- VENTURA,83.73,56,50,88,80.83,97.16,56 [50 - 88],83.73% [80.83% - 97.16%],05-12-2020
101,CO- BOULDER,88.19,35,32,45,81.89,101.47,35 [32 - 45],88.19% [81.89% - 101.47%],05-12-2020
102,CO- COLORADO SPRINGS,86.82,70,63,90,81.35,99.81,70 [63 - 90],86.82% [81.35% - 99.81%],05-12-2020
103,CO- DENVER,87.24,343,305,434,81.51,100.33,343 [305 - 434],87.24% [81.51% - 100.33%],05-12-2020
104,CO- FORT COLLINS,84.43,28,25,36,80.94,92.99,28 [25 - 36],84.43% [80.94% - 92.99%],05-12-2020
105,CO- GRAND JUNCTION,85.0,35,31,44,80.51,93.01,35 [31 - 44],85.0% [80.51% - 93.01%],05-12-2020
106,CO- GREELEY,85.23,35,32,46,81.16,94.8,35 [32 - 46],85.23% [81.16% - 94.8%],05-12-2020
107,CO- PUEBLO,81.17,7,6,11,80.0,84.26,7 [6 - 11],81.17% [80.0% - 84.26%],05-12-2020
109,CT- BRIDGEPORT,84.84,76,69,107,81.71,97.17,76 [69 - 107],84.84% [81.71% - 97.17%],05-12-2020
110,CT- HARTFORD,84.07,126,112,184,80.98,95.94,126 [112 - 184],84.07% [80.98% - 95.94%],05-12-2020
111,CT- NEW HAVEN,83.53,131,118,195,81.22,94.82,131 [118 - 195],83.53% [81.22% - 94.82%],05-12-2020
112,DE- WILMINGTON,85.58,98,90,123,82.04,94.61,98 [90 - 123],85.58% [82.04% - 94.61%],05-12-2020
113,DC- WASHINGTON,102.93,1383,1249,1604,88.91,126.75,1383 [1249 - 1604],102.93% [88.91% - 126.75%],05-12-2020
115,FL- BRADENTON,80.97,0,0,3,80.0,83.81,0 [0 - 3],80.97% [80.0% - 83.81%],05-12-2020
116,FL- CLEARWATER,80.51,7,7,12,80.24,82.69,7 [7 - 12],80.51% [80.24% - 82.69%],05-12-2020
118,FL- FORT LAUDERDALE,80.77,65,59,104,80.29,83.93,65 [59 - 104],80.77% [80.29% - 83.93%],05-12-2020
119,FL- FORT MYERS,80.63,21,20,35,80.18,83.27,21 [20 - 35],80.63% [80.18% - 83.27%],05-12-2020
120,FL- GAINESVILLE,80.0,0,0,5,80.0,82.12,0 [0 - 5],80.0% [80.0% - 82.12%],05-12-2020
122,FL- HUDSON,80.3,0,0,5,80.0,82.8,0 [0 - 5],80.3% [80.0% - 82.8%],05-12-2020
123,FL- JACKSONVILLE,80.49,21,20,39,80.14,83.03,21 [20 - 39],80.49% [80.14% - 83.03%],05-12-2020
124,FL- LAKELAND,80.5,0,0,4,80.37,83.09,0 [0 - 4],80.5% [80.37% - 83.09%],05-12-2020
127,FL- MIAMI,80.71,70,65,119,80.26,83.81,70 [65 - 119],80.71% [80.26% - 83.81%],05-12-2020
129,FL- OCALA,80.55,7,6,11,80.0,82.56,7 [6 - 11],80.55% [80.0% - 82.56%],05-12-2020
130,FL- ORLANDO,80.61,63,56,97,80.11,82.87,63 [56 - 97],80.61% [80.11% - 82.87%],05-12-2020
131,FL- ORMOND BEACH,80.27,0,0,4,80.0,81.81,0 [0 - 4],80.27% [80.0% - 81.81%],05-12-2020
133,FL- PANAMA CITY,80.0,0,0,1,80.0,81.05,0 [0 - 1],80.0% [80.0% - 81.05%],05-12-2020
134,FL- PENSACOLA,80.15,3,2,11,80.0,82.38,3 [2 - 11],80.15% [80.0% - 82.38%],05-12-2020
137,FL- SARASOTA,80.5,7,7,11,80.0,82.56,7 [7 - 11],80.5% [80.0% - 82.56%],05-12-2020
139,FL- ST PETERSBURG,80.43,0,0,5,80.19,82.25,0 [0 - 5],80.43% [80.19% - 82.25%],05-12-2020
140,FL- TALLAHASSEE,81.02,26,22,46,80.0,85.9,26 [22 - 46],81.02% [80.0% - 85.9%],05-12-2020
141,FL- TAMPA,80.6,21,20,37,80.16,83.08,21 [20 - 37],80.6% [80.16% - 83.08%],05-12-2020
142,GA- ALBANY,83.7,33,28,47,80.0,92.14,33 [28 - 47],83.7% [80.0% - 92.14%],05-12-2020
144,GA- ATLANTA,86.82,818,729,1165,81.71,104.63,818 [729 - 1165],86.82% [81.71% - 104.63%],05-12-2020
145,GA- AUGUSTA,81.48,35,30,51,80.0,85.78,35 [30 - 51],81.48% [80.0% - 85.78%],05-12-2020
146,GA- COLUMBUS,82.48,27,24,36,80.79,87.07,27 [24 - 36],82.48% [80.79% - 87.07%],05-12-2020
147,GA- MACON,80.78,14,12,43,80.0,89.3,14 [12 - 43],80.78% [80.0% - 89.3%],05-12-2020
148,GA- ROME,85.08,35,31,50,80.0,99.54,35 [31 - 50],85.08% [80.0% - 99.54%],05-12-2020
149,GA- SAVANNAH,81.35,21,19,40,80.29,86.95,21 [19 - 40],81.35% [80.29% - 86.95%],05-12-2020
151,ID- BOISE,80.24,0,0,5,80.0,81.69,0 [0 - 5],80.24% [80.0% - 81.69%],05-12-2020
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,81.08,0 [0 - 0],80.0% [80.0% - 81.08%],05-12-2020
154,IL- AURORA,108.72,148,133,180,88.16,149.83,148 [133 - 180],108.72% [88.16% - 149.83%],05-12-2020
155,IL- BLUE ISLAND,93.16,329,296,396,83.9,111.47,329 [296 - 396],93.16% [83.9% - 111.47%],05-12-2020
156,IL- CHICAGO,92.33,1109,995,1332,83.87,109.71,1109 [995 - 1332],92.33% [83.87% - 109.71%],05-12-2020
158,IL- ELGIN,111.13,335,301,404,89.58,154.95,335 [301 - 404],111.13% [89.58% - 154.95%],05-12-2020
161,IL- EVANSTON,98.41,442,398,531,85.55,123.96,442 [398 - 531],98.41% [85.55% - 123.96%],05-12-2020
163,IL- HINSDALE,99.87,216,194,261,85.82,127.91,216 [194 - 261],99.87% [85.82% - 127.91%],05-12-2020
164,IL- JOLIET,103.29,305,273,371,86.64,137.54,305 [273 - 371],103.29% [86.64% - 137.54%],05-12-2020
166,IL- MELROSE PARK,99.26,593,532,713,85.72,126.22,593 [532 - 713],99.26% [85.72% - 126.22%],05-12-2020
170,IL- PEORIA,86.33,115,102,161,81.18,101.68,115 [102 - 161],86.33% [81.18% - 101.68%],05-12-2020
171,IL- ROCKFORD,96.44,249,224,312,85.09,123.7,249 [224 - 312],96.44% [85.09% - 123.7%],05-12-2020
172,IL- SPRINGFIELD,84.24,103,88,149,80.71,96.19,103 [88 - 149],84.24% [80.71% - 96.19%],05-12-2020
173,IL- URBANA,84.71,42,37,72,80.58,101.46,42 [37 - 72],84.71% [80.58% - 101.46%],05-12-2020
175,IL- BLOOMINGTON,98.2,43,37,59,82.25,136.18,43 [37 - 59],98.2% [82.25% - 136.18%],05-12-2020
179,IN- EVANSVILLE,81.06,21,18,42,80.0,87.68,21 [18 - 42],81.06% [80.0% - 87.68%],05-12-2020
180,IN- FORT WAYNE,81.95,42,40,92,80.95,96.86,42 [40 - 92],81.95% [80.95% - 96.86%],05-12-2020
181,IN- GARY,102.47,335,304,415,87.97,137.84,335 [304 - 415],102.47% [87.97% - 137.84%],05-12-2020
183,IN- INDIANAPOLIS,89.7,620,544,880,81.34,116.59,620 [544 - 880],89.7% [81.34% - 116.59%],05-12-2020
184,IN- LAFAYETTE,86.72,46,39,64,80.0,101.59,46 [39 - 64],86.72% [80.0% - 101.59%],05-12-2020
185,IN- MUNCIE,85.15,21,18,34,80.0,103.15,21 [18 - 34],85.15% [80.0% - 103.15%],05-12-2020
186,IN- MUNSTER,98.97,216,195,265,86.33,127.49,216 [195 - 265],98.97% [86.33% - 127.49%],05-12-2020
187,IN- SOUTH BEND,85.79,84,77,124,82.09,101.65,84 [77 - 124],85.79% [82.09% - 101.65%],05-12-2020
188,IN- TERRE HAUTE,84.0,21,18,25,80.0,89.83,21 [18 - 25],84.0% [80.0% - 89.83%],05-12-2020
190,IA- CEDAR RAPIDS,91.43,121,107,152,82.24,109.75,121 [107 - 152],91.43% [82.24% - 109.75%],05-12-2020
191,IA- DAVENPORT,84.82,105,91,131,80.58,92.19,105 [91 - 131],84.82% [80.58% - 92.19%],05-12-2020
192,IA- DES MOINES,87.42,241,210,336,81.25,106.27,241 [210 - 336],87.42% [81.25% - 106.27%],05-12-2020
193,IA- DUBUQUE,88.08,40,36,50,81.28,99.08,40 [36 - 50],88.08% [81.28% - 99.08%],05-12-2020
194,IA- IOWA CITY,86.2,120,106,149,81.24,96.47,120 [106 - 149],86.2% [81.24% - 96.47%],05-12-2020
195,IA- MASON CITY,81.68,8,6,18,80.0,90.64,8 [6 - 18],81.68% [80.0% - 90.64%],05-12-2020
196,IA- SIOUX CITY,85.81,61,53,77,80.53,94.66,61 [53 - 77],85.81% [80.53% - 94.66%],05-12-2020
197,IA- WATERLOO,87.68,43,37,61,80.94,105.82,43 [37 - 61],87.68% [80.94% - 105.82%],05-12-2020
200,KS- TOPEKA,84.23,62,55,106,80.58,101.4,62 [55 - 106],84.23% [80.58% - 101.4%],05-12-2020
201,KS- WICHITA,82.43,118,103,187,80.36,91.11,118 [103 - 187],82.43% [80.36% - 91.11%],05-12-2020
203,KY- COVINGTON,85.41,56,49,76,80.0,95.44,56 [49 - 76],85.41% [80.0% - 95.44%],05-12-2020
204,KY- LEXINGTON,81.54,77,69,166,80.38,93.16,77 [69 - 166],81.54% [80.38% - 93.16%],05-12-2020
205,KY- LOUISVILLE,83.39,161,143,254,80.6,96.07,161 [143 - 254],83.39% [80.6% - 96.07%],05-12-2020
207,KY- OWENSBORO,80.0,0,0,5,80.0,88.47,0 [0 - 5],80.0% [80.0% - 88.47%],05-12-2020
208,KY- PADUCAH,80.2,0,0,12,80.0,84.75,0 [0 - 12],80.2% [80.0% - 84.75%],05-12-2020
209,LA- ALEXANDRIA,80.0,0,0,0,80.0,80.61,0 [0 - 0],80.0% [80.0% - 80.61%],05-12-2020
210,LA- BATON ROUGE,81.11,24,20,36,80.0,84.23,24 [20 - 36],81.11% [80.0% - 84.23%],05-12-2020
212,LA- HOUMA,80.38,0,0,4,80.0,84.14,0 [0 - 4],80.38% [80.0% - 84.14%],05-12-2020
213,LA- LAFAYETTE,80.0,0,0,6,80.0,81.99,0 [0 - 6],80.0% [80.0% - 81.99%],05-12-2020
214,LA- LAKE CHARLES,80.0,0,0,0,80.0,80.69,0 [0 - 0],80.0% [80.0% - 80.69%],05-12-2020
216,LA- METAIRIE,81.62,14,13,23,80.3,87.22,14 [13 - 23],81.62% [80.3% - 87.22%],05-12-2020
217,LA- MONROE,80.0,0,0,0,80.0,80.65,0 [0 - 0],80.0% [80.0% - 80.65%],05-12-2020
218,LA- NEW ORLEANS,81.09,26,24,38,80.37,84.49,26 [24 - 38],81.09% [80.37% - 84.49%],05-12-2020
219,LA- SHREVEPORT,80.23,0,0,3,80.0,80.88,0 [0 - 3],80.23% [80.0% - 80.88%],05-12-2020
220,LA- SLIDELL,85.6,28,24,33,80.0,92.5,28 [24 - 33],85.6% [80.0% - 92.5%],05-12-2020
221,ME- BANGOR,80.32,0,0,3,80.0,81.56,0 [0 - 3],80.32% [80.0% - 81.56%],05-12-2020
222,ME- PORTLAND,81.42,35,31,47,80.23,84.38,35 [31 - 47],81.42% [80.23% - 84.38%],05-12-2020
223,MD- BALTIMORE,98.92,1414,1264,1739,85.96,127.59,1414 [1264 - 1739],98.92% [85.96% - 127.59%],05-12-2020
225,MD- SALISBURY,92.64,112,100,145,82.77,115.11,112 [100 - 145],92.64% [82.77% - 115.11%],05-12-2020
226,MD- TAKOMA PARK,126.46,595,539,687,97.4,174.33,595 [539 - 687],126.46% [97.4% - 174.33%],05-12-2020
227,MA- BOSTON,87.43,814,729,1095,82.06,104.84,814 [729 - 1095],87.43% [82.06% - 104.84%],05-12-2020
230,MA- SPRINGFIELD,85.3,84,77,115,81.75,98.36,84 [77 - 115],85.3% [81.75% - 98.36%],05-12-2020
231,MA- WORCESTER,87.74,126,113,172,82.01,106.98,126 [113 - 172],87.74% [82.01% - 106.98%],05-12-2020
232,MI- ANN ARBOR,81.13,35,31,50,80.12,84.26,35 [31 - 50],81.13% [80.12% - 84.26%],05-12-2020
233,MI- DEARBORN,80.91,14,13,19,80.18,83.22,14 [13 - 19],80.91% [80.18% - 83.22%],05-12-2020
234,MI- DETROIT,81.08,49,44,68,80.21,83.88,49 [44 - 68],81.08% [80.21% - 83.88%],05-12-2020
235,MI- FLINT,80.53,7,7,12,80.0,83.32,7 [7 - 12],80.53% [80.0% - 83.32%],05-12-2020
236,MI- GRAND RAPIDS,80.27,0,0,5,80.0,81.43,0 [0 - 5],80.27% [80.0% - 81.43%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,81.15,0 [0 - 2],80.0% [80.0% - 81.15%],05-12-2020
239,MI- LANSING,80.4,0,0,5,80.0,82.41,0 [0 - 5],80.4% [80.0% - 82.41%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.0,0,0,1,80.0,81.31,0 [0 - 1],80.0% [80.0% - 81.31%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,81.13,7,7,12,80.17,83.97,7 [7 - 12],81.13% [80.17% - 83.97%],05-12-2020
245,MI- ROYAL OAK,80.84,21,19,29,80.11,82.99,21 [19 - 29],80.84% [80.11% - 82.99%],05-12-2020
246,MI- SAGINAW,80.0,0,0,4,80.0,81.1,0 [0 - 4],80.0% [80.0% - 81.1%],05-12-2020
248,MI- ST JOSEPH,81.5,0,0,1,80.0,82.98,0 [0 - 1],81.5% [80.0% - 82.98%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,81.95,21,19,31,80.34,87.14,21 [19 - 31],81.95% [80.34% - 87.14%],05-12-2020
251,MN- MINNEAPOLIS,87.33,620,550,846,81.88,104.72,620 [550 - 846],87.33% [81.88% - 104.72%],05-12-2020
253,MN- ROCHESTER,83.41,85,75,116,80.77,91.31,85 [75 - 116],83.41% [80.77% - 91.31%],05-12-2020
254,MN- ST CLOUD,86.03,38,34,56,81.56,102.21,38 [34 - 56],86.03% [81.56% - 102.21%],05-12-2020
256,MN- ST PAUL,89.44,212,190,286,82.84,110.55,212 [190 - 286],89.44% [82.84% - 110.55%],05-12-2020
257,MS- GULFPORT,85.47,42,38,55,81.68,97.85,42 [38 - 55],85.47% [81.68% - 97.85%],05-12-2020
258,MS- HATTIESBURG,83.53,42,36,65,80.0,96.03,42 [36 - 65],83.53% [80.0% - 96.03%],05-12-2020
259,MS- JACKSON,81.78,77,67,155,80.27,93.26,77 [67 - 155],81.78% [80.27% - 93.26%],05-12-2020
260,MS- MERIDIAN,80.0,0,0,7,80.0,85.11,0 [0 - 7],80.0% [80.0% - 85.11%],05-12-2020
261,MS- OXFORD,82.09,7,6,16,80.0,90.66,7 [6 - 16],82.09% [80.0% - 90.66%],05-12-2020
262,MS- TUPELO,80.82,7,6,32,80.0,91.04,7 [6 - 32],80.82% [80.0% - 91.04%],05-12-2020
263,MO- CAPE GIRARDEAU,80.15,0,0,3,80.0,81.85,0 [0 - 3],80.15% [80.0% - 81.85%],05-12-2020
264,MO- COLUMBIA,80.34,0,0,15,80.0,85.64,0 [0 - 15],80.34% [80.0% - 85.64%],05-12-2020
267,MO- JOPLIN,80.37,0,0,8,80.0,85.14,0 [0 - 8],80.37% [80.0% - 85.14%],05-12-2020
268,MO- KANSAS CITY,84.43,347,312,460,81.35,93.75,347 [312 - 460],84.43% [81.35% - 93.75%],05-12-2020
270,MO- SPRINGFIELD,80.63,7,6,21,80.0,85.21,7 [6 - 21],80.63% [80.0% - 85.21%],05-12-2020
273,MO- ST LOUIS,81.82,219,195,312,80.54,86.8,219 [195 - 312],81.82% [80.54% - 86.8%],05-12-2020
274,MT- BILLINGS,80.12,0,0,3,80.0,81.0,0 [0 - 3],80.12% [80.0% - 81.0%],05-12-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.37,0 [0 - 0],80.0% [80.0% - 80.37%],05-12-2020
276,MT- MISSOULA,80.0,0,0,0,80.0,80.43,0 [0 - 0],80.0% [80.0% - 80.43%],05-12-2020
277,NE- LINCOLN,92.88,236,211,289,83.21,112.99,236 [211 - 289],92.88% [83.21% - 112.99%],05-12-2020
278,NE- OMAHA,90.9,592,536,673,83.9,100.8,592 [536 - 673],90.9% [83.9% - 100.8%],05-12-2020
279,NV- LAS VEGAS,86.02,243,220,320,81.96,98.77,243 [220 - 320],86.02% [81.96% - 98.77%],05-12-2020
280,NV- RENO,83.03,56,50,81,80.62,91.82,56 [50 - 81],83.03% [80.62% - 91.82%],05-12-2020
281,NH- LEBANON,81.29,7,7,11,80.0,84.22,7 [7 - 11],81.29% [80.0% - 84.22%],05-12-2020
282,NH- MANCHESTER,82.19,42,38,53,80.51,85.93,42 [38 - 53],82.19% [80.51% - 85.93%],05-12-2020
283,NJ- CAMDEN,81.43,109,97,151,80.34,85.08,109 [97 - 151],81.43% [80.34% - 85.08%],05-12-2020
284,NJ- HACKENSACK,81.84,65,58,88,80.48,86.03,65 [58 - 88],81.84% [80.48% - 86.03%],05-12-2020
285,NJ- MORRISTOWN,82.7,49,43,68,80.57,89.23,49 [43 - 68],82.7% [80.57% - 89.23%],05-12-2020
288,NJ- NEW BRUNSWICK,81.82,47,42,65,80.58,86.25,47 [42 - 65],81.82% [80.58% - 86.25%],05-12-2020
289,NJ- NEWARK,81.53,70,63,97,80.43,85.18,70 [63 - 97],81.53% [80.43% - 85.18%],05-12-2020
291,NJ- PATERSON,81.64,14,13,21,80.34,85.52,14 [13 - 21],81.64% [80.34% - 85.52%],05-12-2020
292,NJ- RIDGEWOOD,83.71,27,24,38,81.01,92.88,27 [24 - 38],83.71% [81.01% - 92.88%],05-12-2020
293,NM- ALBUQUERQUE,91.94,397,357,546,83.69,121.08,397 [357 - 546],91.94% [83.69% - 121.08%],05-12-2020
295,NY- ALBANY,81.87,89,77,153,80.18,90.61,89 [77 - 153],81.87% [80.18% - 90.61%],05-12-2020
296,NY- BINGHAMTON,80.03,0,0,8,80.0,86.35,0 [0 - 8],80.03% [80.0% - 86.35%],05-12-2020
297,NY- BRONX,82.89,102,90,147,80.64,91.05,102 [90 - 147],82.89% [80.64% - 91.05%],05-12-2020
299,NY- BUFFALO,80.59,21,18,40,80.0,84.28,21 [18 - 40],80.59% [80.0% - 84.28%],05-12-2020
300,NY- ELMIRA,80.0,0,0,6,80.0,84.09,0 [0 - 6],80.0% [80.0% - 84.09%],05-12-2020
301,NY- EAST LONG ISLAND,83.16,342,300,504,80.69,92.85,342 [300 - 504],83.16% [80.69% - 92.85%],05-12-2020
304,NY- ROCHESTER,80.71,21,18,40,80.0,85.2,21 [18 - 40],80.71% [80.0% - 85.2%],05-12-2020
307,NY- SYRACUSE,80.37,7,6,23,80.0,84.25,7 [6 - 23],80.37% [80.0% - 84.25%],05-12-2020
308,NY- WHITE PLAINS,82.66,75,68,108,80.84,89.77,75 [68 - 108],82.66% [80.84% - 89.77%],05-12-2020
309,NC- ASHEVILLE,83.5,64,55,90,80.64,92.78,64 [55 - 90],83.5% [80.64% - 92.78%],05-12-2020
311,NC- CHARLOTTE,89.33,537,481,701,82.85,107.59,537 [481 - 701],89.33% [82.85% - 107.59%],05-12-2020
312,NC- DURHAM,87.55,345,305,460,81.6,103.46,345 [305 - 460],87.55% [81.6% - 103.46%],05-12-2020
313,NC- GREENSBORO,87.47,131,117,177,82.06,104.02,131 [117 - 177],87.47% [82.06% - 104.02%],05-12-2020
314,NC- GREENVILLE,84.56,112,96,163,80.72,98.02,112 [96 - 163],84.56% [80.72% - 98.02%],05-12-2020
315,NC- HICKORY,86.61,45,41,65,81.87,102.73,45 [41 - 65],86.61% [81.87% - 102.73%],05-12-2020
318,NC- RALEIGH,93.37,563,500,755,83.45,122.74,563 [500 - 755],93.37% [83.45% - 122.74%],05-12-2020
319,NC- WILMINGTON,86.43,74,65,105,81.23,102.43,74 [65 - 105],86.43% [81.23% - 102.43%],05-12-2020
320,NC- WINSTON-SALEM,85.66,206,181,286,81.25,99.42,206 [181 - 286],85.66% [81.25% - 99.42%],05-12-2020
321,ND- BISMARCK,81.42,7,6,11,80.0,84.42,7 [6 - 11],81.42% [80.0% - 84.42%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.86,12,9,21,80.0,83.4,12 [9 - 21],80.86% [80.0% - 83.4%],05-12-2020
323,ND- GRAND FORKS,80.0,0,0,1,80.0,81.87,0 [0 - 1],80.0% [80.0% - 81.87%],05-12-2020
324,ND- MINOT,80.57,0,0,2,80.0,82.43,0 [0 - 2],80.57% [80.0% - 82.43%],05-12-2020
325,OH- AKRON,83.84,91,80,134,80.41,95.62,91 [80 - 134],83.84% [80.41% - 95.62%],05-12-2020
326,OH- CANTON,83.32,70,62,105,80.52,94.09,70 [62 - 105],83.32% [80.52% - 94.09%],05-12-2020
327,OH- CINCINNATI,82.05,98,88,158,80.54,90.2,98 [88 - 158],82.05% [80.54% - 90.2%],05-12-2020
328,OH- CLEVELAND,83.19,280,249,413,80.66,93.11,280 [249 - 413],83.19% [80.66% - 93.11%],05-12-2020
329,OH- COLUMBUS,81.46,126,112,221,80.26,88.32,126 [112 - 221],81.46% [80.26% - 88.32%],05-12-2020
330,OH- DAYTON,81.64,49,44,83,80.21,88.35,49 [44 - 83],81.64% [80.21% - 88.35%],05-12-2020
331,OH- ELYRIA,85.31,35,32,51,81.24,100.0,35 [32 - 51],85.31% [81.24% - 100.0%],05-12-2020
332,OH- KETTERING,82.31,21,19,34,80.52,89.52,21 [19 - 34],82.31% [80.52% - 89.52%],05-12-2020
334,OH- TOLEDO,81.27,49,44,77,80.26,85.63,49 [44 - 77],81.27% [80.26% - 85.63%],05-12-2020
335,OH- YOUNGSTOWN,82.41,62,53,85,80.04,88.46,62 [53 - 85],82.41% [80.04% - 88.46%],05-12-2020
336,OK- LAWTON,81.71,12,10,19,80.0,87.01,12 [10 - 19],81.71% [80.0% - 87.01%],05-12-2020
339,OK- OKLAHOMA CITY,82.47,160,139,252,80.21,91.81,160 [139 - 252],82.47% [80.21% - 91.81%],05-12-2020
340,OK- TULSA,81.46,72,63,121,80.28,87.77,72 [63 - 121],81.46% [80.28% - 87.77%],05-12-2020
341,OR- BEND,81.84,7,7,10,80.49,87.41,7 [7 - 10],81.84% [80.49% - 87.41%],05-12-2020
