HRRNum,HRR City,Beds Avail,Beds Needed,Projected Cases,Last Update
217,LA- MONROE,885,40,175,04-07-2020
218,LA- NEW ORLEANS,2390,35,25,04-07-2020
219,LA- SHREVEPORT,2701,35,100,04-07-2020
220,LA- SLIDELL,474,30,150,04-07-2020
221,ME- BANGOR,1055,35,250,04-07-2020
222,ME- PORTLAND,2575,50,25,04-07-2020
223,MD- BALTIMORE,6695,50,250,04-07-2020
225,MD- SALISBURY,902,35,225,04-07-2020
226,MD- TAKOMA PARK,1282,5,225,04-07-2020
227,MA- BOSTON,10969,15,75,04-07-2020
230,MA- SPRINGFIELD,1576,25,100,04-07-2020
231,MA- WORCESTER,1627,15,150,04-07-2020
232,MI- ANN ARBOR,3239,25,250,04-07-2020
233,MI- DEARBORN,1599,45,200,04-07-2020
234,MI- DETROIT,4614,45,225,04-07-2020
235,MI- FLINT,1286,40,25,04-07-2020
236,MI- GRAND RAPIDS,2284,25,25,04-07-2020
238,MI- KALAMAZOO,1432,45,250,04-07-2020
239,MI- LANSING,1495,40,175,04-07-2020
240,MI- MARQUETTE,458,30,225,04-07-2020
242,MI- MUSKEGON,511,25,100,04-07-2020
243,MI- PETOSKEY,321,25,250,04-07-2020
244,MI- PONTIAC,1174,10,150,04-07-2020
245,MI- ROYAL OAK,2597,45,225,04-07-2020
246,MI- SAGINAW,2081,15,225,04-07-2020
248,MI- ST JOSEPH,277,25,100,04-07-2020
249,MI- TRAVERSE CITY,464,45,50,04-07-2020
250,MN- DULUTH,1142,20,75,04-07-2020
251,MN- MINNEAPOLIS,8505,10,100,04-07-2020
253,MN- ROCHESTER,2564,35,225,04-07-2020
254,MN- ST CLOUD,687,20,75,04-07-2020
256,MN- ST PAUL,2280,5,75,04-07-2020
257,MS- GULFPORT,728,45,175,04-07-2020
258,MS- HATTIESBURG,1190,20,50,04-07-2020
259,MS- JACKSON,4471,10,175,04-07-2020
260,MS- MERIDIAN,943,35,50,04-07-2020
261,MS- OXFORD,588,50,150,04-07-2020
262,MS- TUPELO,1600,30,50,04-07-2020
263,MO- CAPE GIRARDEAU,977,50,50,04-07-2020
264,MO- COLUMBIA,1829,15,25,04-07-2020
267,MO- JOPLIN,949,5,25,04-07-2020
268,MO- KANSAS CITY,7905,20,100,04-07-2020
270,MO- SPRINGFIELD,1949,10,150,04-07-2020
273,MO- ST LOUIS,12181,20,25,04-07-2020
274,MT- BILLINGS,2174,35,125,04-07-2020
275,MT- GREAT FALLS,765,40,175,04-07-2020
276,MT- MISSOULA,1149,10,25,04-07-2020
277,NE- LINCOLN,1787,50,100,04-07-2020
278,NE- OMAHA,5417,50,175,04-07-2020
279,NV- LAS VEGAS,4032,50,50,04-07-2020
280,NV- RENO,1901,20,125,04-07-2020
281,NH- LEBANON,926,45,175,04-07-2020
282,NH- MANCHESTER,1949,25,150,04-07-2020
283,NJ- CAMDEN,7972,15,25,04-07-2020
284,NJ- HACKENSACK,3724,5,225,04-07-2020
285,NJ- MORRISTOWN,1878,50,100,04-07-2020
288,NJ- NEW BRUNSWICK,2726,40,50,04-07-2020
289,NJ- NEWARK,4856,5,225,04-07-2020
291,NJ- PATERSON,1163,15,125,04-07-2020
292,NJ- RIDGEWOOD,747,45,175,04-07-2020
293,NM- ALBUQUERQUE,3354,5,125,04-07-2020
295,NY- ALBANY,4909,20,250,04-07-2020
296,NY- BINGHAMTON,919,10,250,04-07-2020
297,NY- BRONX,3570,50,250,04-07-2020
299,NY- BUFFALO,3570,25,150,04-07-2020
300,NY- ELMIRA,1027,50,100,04-07-2020
301,NY- EAST LONG ISLAND,10889,50,175,04-07-2020
304,NY- ROCHESTER,2940,20,250,04-07-2020
307,NY- SYRACUSE,2815,10,75,04-07-2020
308,NY- WHITE PLAINS,2954,15,75,04-07-2020
309,NC- ASHEVILLE,1873,5,250,04-07-2020
311,NC- CHARLOTTE,5757,35,50,04-07-2020
312,NC- DURHAM,4602,15,200,04-07-2020
313,NC- GREENSBORO,1784,10,50,04-07-2020
314,NC- GREENVILLE,2484,25,100,04-07-2020
315,NC- HICKORY,703,45,125,04-07-2020
318,NC- RALEIGH,4220,15,125,04-07-2020
319,NC- WILMINGTON,1207,10,50,04-07-2020
320,NC- WINSTON-SALEM,3647,35,50,04-07-2020
321,ND- BISMARCK,808,30,75,04-07-2020
322,ND- FARGO MOORHEAD -MN,2019,10,250,04-07-2020
323,ND- GRAND FORKS,562,25,175,04-07-2020
324,ND- MINOT,660,40,50,04-07-2020
325,OH- AKRON,2376,50,250,04-07-2020
326,OH- CANTON,2085,30,75,04-07-2020
327,OH- CINCINNATI,4764,30,225,04-07-2020
328,OH- CLEVELAND,8811,15,50,04-07-2020
329,OH- COLUMBUS,8905,50,100,04-07-2020
330,OH- DAYTON,3223,45,225,04-07-2020
331,OH- ELYRIA,685,40,150,04-07-2020
332,OH- KETTERING,1131,25,50,04-07-2020
334,OH- TOLEDO,4179,10,75,04-07-2020
335,OH- YOUNGSTOWN,2560,40,175,04-07-2020
336,OK- LAWTON,663,50,25,04-07-2020
339,OK- OKLAHOMA CITY,6575,5,150,04-07-2020
340,OK- TULSA,4987,35,75,04-07-2020
341,OR- BEND,355,50,50,04-07-2020
342,OR- EUGENE,1130,45,150,04-07-2020
343,OR- MEDFORD,940,25,100,04-07-2020
344,OR- PORTLAND,5226,10,100,04-07-2020
345,OR- SALEM,406,30,225,04-07-2020
346,PA- ALLENTOWN,3142,15,125,04-07-2020
347,PA- ALTOONA,645,50,200,04-07-2020
350,PA- DANVILLE,1509,10,150,04-07-2020
351,PA- ERIE,2181,45,200,04-07-2020
352,PA- HARRISBURG,2286,5,175,04-07-2020
354,PA- JOHNSTOWN,715,25,200,04-07-2020
355,PA- LANCASTER,1156,35,200,04-07-2020
356,PA- PHILADELPHIA,12424,30,50,04-07-2020
357,PA- PITTSBURGH,11637,35,200,04-07-2020
358,PA- READING,1409,15,25,04-07-2020
359,PA- SAYRE,421,50,175,04-07-2020
360,PA- SCRANTON,842,40,175,04-07-2020
362,PA- WILKES-BARRE,635,20,175,04-07-2020
363,PA- YORK,801,30,100,04-07-2020
364,RI- PROVIDENCE,3097,35,175,04-07-2020
365,SC- CHARLESTON,2927,50,50,04-07-2020
366,SC- COLUMBIA,3738,10,150,04-07-2020
367,SC- FLORENCE,1336,5,75,04-07-2020
368,SC- GREENVILLE,2357,35,200,04-07-2020
369,SC- SPARTANBURG,1056,5,25,04-07-2020
370,SD- RAPID CITY,638,50,200,04-07-2020
371,SD- SIOUX FALLS,2744,30,100,04-07-2020
373,TN- CHATTANOOGA,2226,15,175,04-07-2020
374,TN- JACKSON,1330,20,225,04-07-2020
375,TN- JOHNSON CITY,910,30,250,04-07-2020
376,TN- KINGSPORT,1961,25,225,04-07-2020
377,TN- KNOXVILLE,4125,50,175,04-07-2020
379,TN- MEMPHIS,6308,10,225,04-07-2020
380,TN- NASHVILLE,8524,30,150,04-07-2020
382,TX- ABILENE,1323,5,25,04-07-2020
383,TX- AMARILLO,1467,35,125,04-07-2020
385,TX- AUSTIN,3453,45,125,04-07-2020
386,TX- BEAUMONT,1350,20,25,04-07-2020
388,TX- BRYAN,567,45,225,04-07-2020
390,TX- CORPUS CHRISTI,2037,15,100,04-07-2020
391,TX- DALLAS,12235,10,25,04-07-2020
393,TX- EL PASO,2700,45,25,04-07-2020
394,TX- FORT WORTH,4967,40,150,04-07-2020
396,TX- HARLINGEN,1383,35,225,04-07-2020
397,TX- HOUSTON,17051,15,175,04-07-2020
399,TX- LONGVIEW,671,15,75,04-07-2020
400,TX- LUBBOCK,2360,30,75,04-07-2020
402,TX- MCALLEN,1571,15,100,04-07-2020
406,TX- ODESSA,1252,40,50,04-07-2020
411,TX- SAN ANGELO,667,20,175,04-07-2020
412,TX- SAN ANTONIO,7201,35,250,04-07-2020
413,TX- TEMPLE,924,15,100,04-07-2020
416,TX- TYLER,1594,10,200,04-07-2020
417,TX- VICTORIA,737,30,250,04-07-2020
418,TX- WACO,592,5,125,04-07-2020
420,TX- WICHITA FALLS,650,40,150,04-07-2020
421,UT- OGDEN,715,15,50,04-07-2020
422,UT- PROVO,877,25,175,04-07-2020
423,UT- SALT LAKE CITY,3900,50,125,04-07-2020
424,VT- BURLINGTON,1539,45,150,04-07-2020
426,VA- ARLINGTON,2843,50,50,04-07-2020
427,VA- CHARLOTTESVILLE,1378,25,125,04-07-2020
428,VA- LYNCHBURG,732,20,125,04-07-2020
429,VA- NEWPORT NEWS,1119,20,250,04-07-2020
430,VA- NORFOLK,2667,40,200,04-07-2020
431,VA- RICHMOND,4665,35,50,04-07-2020
432,VA- ROANOKE,2774,20,125,04-07-2020
435,VA- WINCHESTER,888,45,175,04-07-2020
437,WA- EVERETT,781,40,50,04-07-2020
438,WA- OLYMPIA,645,30,175,04-07-2020
439,WA- SEATTLE,5423,20,150,04-07-2020
440,WA- SPOKANE,3714,45,225,04-07-2020
441,WA- TACOMA,1207,20,100,04-07-2020
442,WA- YAKIMA,544,35,25,04-07-2020
443,WV- CHARLESTON,2405,20,150,04-07-2020
444,WV- HUNTINGTON,1605,45,175,04-07-2020
445,WV- MORGANTOWN,1713,50,175,04-07-2020
446,WI- APPLETON,592,25,25,04-07-2020
447,WI- GREEN BAY,1591,10,225,04-07-2020
448,WI- LA CROSSE,950,5,25,04-07-2020
449,WI- MADISON,2999,10,50,04-07-2020
450,WI- MARSHFIELD,1168,10,225,04-07-2020
451,WI- MILWAUKEE,8210,40,175,04-07-2020
303,NY- NEW YORK,15506,40,25,04-07-2020
452,WI- NEENAH,513,45,200,04-07-2020
456,WI- WAUSAU,550,15,50,04-07-2020
457,WY- CASPER,696,5,150,04-07-2020
