HRRNum,HRRCity,lastUpdate,bedsAvail,ventsAvail,staffAvail,bedsNeeded,ventsNeeded,staffNeeded,cases
107,CO- PUEBLO,04-29-2020,798,399,NA,122,24,NA,22326
109,CT- BRIDGEPORT,04-29-2020,1695,847,NA,427,42,NA,7442
110,CT- HARTFORD,04-29-2020,3256,1628,NA,244,73,NA,37210
111,CT- NEW HAVEN,04-29-2020,3852,1926,NA,366,36,NA,29768
112,DE- WILMINGTON,04-29-2020,1862,931,NA,610,61,NA,33489
113,DC- WASHINGTON,04-29-2020,5489,2744,NA,244,24,NA,14884
115,FL- BRADENTON,04-29-2020,709,354,NA,122,36,NA,22326
116,FL- CLEARWATER,04-29-2020,1637,818,NA,122,24,NA,3721
118,FL- FORT LAUDERDALE,04-29-2020,8699,4349,NA,427,85,NA,26047
119,FL- FORT MYERS,04-29-2020,3826,1913,NA,305,91,NA,26047
120,FL- GAINESVILLE,04-29-2020,1841,920,NA,610,122,NA,29768
122,FL- HUDSON,04-29-2020,1252,626,NA,61,12,NA,18605
123,FL- JACKSONVILLE,04-29-2020,4912,2456,NA,122,12,NA,33489
124,FL- LAKELAND,04-29-2020,1068,534,NA,366,73,NA,26047
127,FL- MIAMI,04-29-2020,10782,5391,NA,549,54,NA,11163
129,FL- OCALA,04-29-2020,1368,684,NA,366,73,NA,14884
130,FL- ORLANDO,04-29-2020,10361,5180,NA,183,54,NA,37210
131,FL- ORMOND BEACH,04-29-2020,1654,827,NA,305,30,NA,26047
133,FL- PANAMA CITY,04-29-2020,664,332,NA,244,48,NA,11163
134,FL- PENSACOLA,04-29-2020,2349,1174,NA,549,109,NA,22326
137,FL- SARASOTA,04-29-2020,1445,722,NA,305,61,NA,33489
139,FL- ST PETERSBURG,04-29-2020,1598,799,NA,122,24,NA,11163
140,FL- TALLAHASSEE,04-29-2020,2697,1348,NA,549,54,NA,29768
141,FL- TAMPA,04-29-2020,4260,2130,NA,305,30,NA,29768
142,GA- ALBANY,04-29-2020,1063,531,NA,366,109,NA,37210
144,GA- ATLANTA,04-29-2020,11979,5989,NA,610,122,NA,37210
145,GA- AUGUSTA,04-29-2020,2455,1227,NA,183,36,NA,18605
146,GA- COLUMBUS,04-29-2020,1259,629,NA,305,61,NA,3721
147,GA- MACON,04-29-2020,2236,1118,NA,427,128,NA,22326
148,GA- ROME,04-29-2020,732,366,NA,183,36,NA,37210
149,GA- SAVANNAH,04-29-2020,2058,1029,NA,488,97,NA,11163
151,ID- BOISE,04-29-2020,2077,1038,NA,427,85,NA,26047
152,ID- IDAHO FALLS,04-29-2020,461,230,NA,183,36,NA,11163
154,IL- AURORA,04-29-2020,527,263,NA,183,36,NA,14884
155,IL- BLUE ISLAND,04-29-2020,2536,1268,NA,427,42,NA,37210
156,IL- CHICAGO,04-29-2020,8560,4280,NA,610,122,NA,29768
158,IL- ELGIN,04-29-2020,1086,543,NA,427,42,NA,22326
161,IL- EVANSTON,04-29-2020,2416,1208,NA,122,36,NA,3721
163,IL- HINSDALE,04-29-2020,1100,550,NA,488,48,NA,11163
164,IL- JOLIET,04-29-2020,1326,663,NA,305,91,NA,37210
166,IL- MELROSE PARK,04-29-2020,3094,1547,NA,488,97,NA,11163
170,IL- PEORIA,04-29-2020,1859,929,NA,488,97,NA,22326
171,IL- ROCKFORD,04-29-2020,1531,765,NA,427,42,NA,33489
172,IL- SPRINGFIELD,04-29-2020,2545,1272,NA,610,61,NA,18605
173,IL- URBANA,04-29-2020,1039,519,NA,549,164,NA,26047
175,IL- BLOOMINGTON,04-29-2020,267,133,NA,122,36,NA,26047
179,IN- EVANSVILLE,04-29-2020,2045,1022,NA,366,36,NA,11163
180,IN- FORT WAYNE,04-29-2020,2212,1106,NA,61,6,NA,11163
181,IN- GARY,04-29-2020,1506,753,NA,610,122,NA,3721
183,IN- INDIANAPOLIS,04-29-2020,6417,3208,NA,122,12,NA,14884
184,IN- LAFAYETTE,04-29-2020,741,370,NA,427,85,NA,26047
185,IN- MUNCIE,04-29-2020,419,209,NA,305,61,NA,33489
186,IN- MUNSTER,04-29-2020,1154,577,NA,549,164,NA,3721
187,IN- SOUTH BEND,04-29-2020,1529,764,NA,122,24,NA,18605
188,IN- TERRE HAUTE,04-29-2020,539,269,NA,427,85,NA,14884
190,IA- CEDAR RAPIDS,04-29-2020,1116,558,NA,610,122,NA,11163
191,IA- DAVENPORT,04-29-2020,2223,1111,NA,610,122,NA,26047
192,IA- DES MOINES,04-29-2020,3293,1646,NA,488,97,NA,29768
193,IA- DUBUQUE,04-29-2020,545,272,NA,244,24,NA,26047
194,IA- IOWA CITY,04-29-2020,1943,971,NA,488,97,NA,18605
195,IA- MASON CITY,04-29-2020,733,366,NA,61,6,NA,22326
196,IA- SIOUX CITY,04-29-2020,1132,566,NA,122,24,NA,18605
197,IA- WATERLOO,04-29-2020,639,319,NA,61,6,NA,37210
200,KS- TOPEKA,04-29-2020,1547,773,NA,122,24,NA,37210
201,KS- WICHITA,04-29-2020,4950,2475,NA,488,48,NA,37210
203,KY- COVINGTON,04-29-2020,1101,550,NA,549,164,NA,33489
204,KY- LEXINGTON,04-29-2020,5206,2603,NA,122,24,NA,33489
205,KY- LOUISVILLE,04-29-2020,4816,2408,NA,366,73,NA,18605
207,KY- OWENSBORO,04-29-2020,472,236,NA,427,42,NA,18605
208,KY- PADUCAH,04-29-2020,1622,811,NA,183,54,NA,7442
209,LA- ALEXANDRIA,04-29-2020,991,495,NA,610,61,NA,29768
210,LA- BATON ROUGE,04-29-2020,2480,1240,NA,549,54,NA,3721
212,LA- HOUMA,04-29-2020,701,350,NA,488,48,NA,22326
213,LA- LAFAYETTE,04-29-2020,2162,1081,NA,549,164,NA,37210
214,LA- LAKE CHARLES,04-29-2020,865,432,NA,610,122,NA,37210
216,LA- METAIRIE,04-29-2020,1011,505,NA,305,61,NA,18605
217,LA- MONROE,04-29-2020,925,462,NA,61,18,NA,33489
218,LA- NEW ORLEANS,04-29-2020,2425,1212,NA,549,164,NA,18605
219,LA- SHREVEPORT,04-29-2020,2736,1368,NA,305,91,NA,7442
220,LA- SLIDELL,04-29-2020,504,252,NA,244,73,NA,11163
221,ME- BANGOR,04-29-2020,1090,545,NA,610,183,NA,3721
222,ME- PORTLAND,04-29-2020,2625,1312,NA,183,18,NA,18605
223,MD- BALTIMORE,04-29-2020,6745,3372,NA,305,91,NA,11163
225,MD- SALISBURY,04-29-2020,937,468,NA,427,85,NA,11163
226,MD- TAKOMA PARK,04-29-2020,1287,643,NA,427,42,NA,18605
227,MA- BOSTON,04-29-2020,10984,5492,NA,61,12,NA,22326
230,MA- SPRINGFIELD,04-29-2020,1601,800,NA,183,18,NA,22326
231,MA- WORCESTER,04-29-2020,1642,821,NA,305,61,NA,33489
232,MI- ANN ARBOR,04-29-2020,3264,1632,NA,61,6,NA,3721
233,MI- DEARBORN,04-29-2020,1644,822,NA,244,24,NA,18605
234,MI- DETROIT,04-29-2020,4659,2329,NA,488,97,NA,7442
235,MI- FLINT,04-29-2020,1326,663,NA,61,6,NA,14884
236,MI- GRAND RAPIDS,04-29-2020,2309,1154,NA,61,18,NA,14884
238,MI- KALAMAZOO,04-29-2020,1477,738,NA,305,61,NA,18605
239,MI- LANSING,04-29-2020,1535,767,NA,488,48,NA,14884
240,MI- MARQUETTE,04-29-2020,488,244,NA,244,73,NA,22326
242,MI- MUSKEGON,04-29-2020,536,268,NA,61,12,NA,14884
243,MI- PETOSKEY,04-29-2020,346,173,NA,61,6,NA,26047
244,MI- PONTIAC,04-29-2020,1184,592,NA,122,24,NA,11163
245,MI- ROYAL OAK,04-29-2020,2642,1321,NA,427,42,NA,26047
246,MI- SAGINAW,04-29-2020,2096,1048,NA,366,36,NA,7442
248,MI- ST JOSEPH,04-29-2020,302,151,NA,488,146,NA,14884
249,MI- TRAVERSE CITY,04-29-2020,509,254,NA,488,48,NA,18605
250,MN- DULUTH,04-29-2020,1162,581,NA,366,109,NA,26047
251,MN- MINNEAPOLIS,04-29-2020,8515,4257,NA,427,128,NA,3721
253,MN- ROCHESTER,04-29-2020,2599,1299,NA,61,6,NA,22326
254,MN- ST CLOUD,04-29-2020,707,353,NA,244,24,NA,37210
256,MN- ST PAUL,04-29-2020,2285,1142,NA,366,73,NA,18605
257,MS- GULFPORT,04-29-2020,773,386,NA,183,18,NA,18605
258,MS- HATTIESBURG,04-29-2020,1210,605,NA,488,146,NA,3721
259,MS- JACKSON,04-29-2020,4481,2240,NA,549,109,NA,14884
260,MS- MERIDIAN,04-29-2020,978,489,NA,549,54,NA,18605
261,MS- OXFORD,04-29-2020,638,319,NA,122,12,NA,33489
262,MS- TUPELO,04-29-2020,1630,815,NA,549,164,NA,26047
263,MO- CAPE GIRARDEAU,04-29-2020,1027,513,NA,366,36,NA,11163
264,MO- COLUMBIA,04-29-2020,1844,922,NA,610,61,NA,22326
267,MO- JOPLIN,04-29-2020,954,477,NA,244,73,NA,37210
268,MO- KANSAS CITY,04-29-2020,7925,3962,NA,488,48,NA,29768
270,MO- SPRINGFIELD,04-29-2020,1959,979,NA,61,6,NA,29768
273,MO- ST LOUIS,04-29-2020,12201,6100,NA,183,36,NA,37210
274,MT- BILLINGS,04-29-2020,2209,1104,NA,61,18,NA,29768
275,MT- GREAT FALLS,04-29-2020,805,402,NA,610,122,NA,37210
276,MT- MISSOULA,04-29-2020,1159,579,NA,366,109,NA,14884
277,NE- LINCOLN,04-29-2020,1837,918,NA,366,109,NA,7442
278,NE- OMAHA,04-29-2020,5467,2733,NA,122,24,NA,33489
279,NV- LAS VEGAS,04-29-2020,4082,2041,NA,305,30,NA,26047
280,NV- RENO,04-29-2020,1921,960,NA,122,24,NA,33489
281,NH- LEBANON,04-29-2020,971,485,NA,427,85,NA,7442
282,NH- MANCHESTER,04-29-2020,1974,987,NA,61,18,NA,33489
283,NJ- CAMDEN,04-29-2020,7987,3993,NA,549,164,NA,26047
284,NJ- HACKENSACK,04-29-2020,3729,1864,NA,366,109,NA,37210
285,NJ- MORRISTOWN,04-29-2020,1928,964,NA,427,42,NA,18605
288,NJ- NEW BRUNSWICK,04-29-2020,2766,1383,NA,305,30,NA,14884
289,NJ- NEWARK,04-29-2020,4861,2430,NA,183,54,NA,11163
291,NJ- PATERSON,04-29-2020,1178,589,NA,427,42,NA,18605
292,NJ- RIDGEWOOD,04-29-2020,792,396,NA,61,12,NA,22326
293,NM- ALBUQUERQUE,04-29-2020,3359,1679,NA,427,85,NA,29768
295,NY- ALBANY,04-29-2020,4929,2464,NA,122,36,NA,26047
296,NY- BINGHAMTON,04-29-2020,929,464,NA,427,128,NA,37210
297,NY- BRONX,04-29-2020,3620,1810,NA,305,30,NA,29768
299,NY- BUFFALO,04-29-2020,3595,1797,NA,610,183,NA,18605
300,NY- ELMIRA,04-29-2020,1077,538,NA,183,36,NA,37210
301,NY- EAST LONG ISLAND,04-29-2020,10939,5469,NA,488,97,NA,33489
304,NY- ROCHESTER,04-29-2020,2960,1480,NA,610,61,NA,18605
307,NY- SYRACUSE,04-29-2020,2825,1412,NA,427,85,NA,29768
308,NY- WHITE PLAINS,04-29-2020,2969,1484,NA,549,164,NA,33489
309,NC- ASHEVILLE,04-29-2020,1878,939,NA,366,109,NA,37210
311,NC- CHARLOTTE,04-29-2020,5792,2896,NA,61,12,NA,33489
312,NC- DURHAM,04-29-2020,4617,2308,NA,549,54,NA,18605
313,NC- GREENSBORO,04-29-2020,1794,897,NA,305,30,NA,11163
314,NC- GREENVILLE,04-29-2020,2509,1254,NA,488,48,NA,7442
315,NC- HICKORY,04-29-2020,748,374,NA,549,109,NA,33489
318,NC- RALEIGH,04-29-2020,4235,2117,NA,427,42,NA,3721
319,NC- WILMINGTON,04-29-2020,1217,608,NA,61,12,NA,26047
320,NC- WINSTON-SALEM,04-29-2020,3682,1841,NA,61,18,NA,7442
321,ND- BISMARCK,04-29-2020,838,419,NA,366,109,NA,14884
322,ND- FARGO MOORHEAD -MN,04-29-2020,2029,1014,NA,61,6,NA,3721
323,ND- GRAND FORKS,04-29-2020,587,293,NA,366,109,NA,37210
324,ND- MINOT,04-29-2020,700,350,NA,488,146,NA,26047
325,OH- AKRON,04-29-2020,2426,1213,NA,244,73,NA,7442
326,OH- CANTON,04-29-2020,2115,1057,NA,488,146,NA,29768
327,OH- CINCINNATI,04-29-2020,4794,2397,NA,488,48,NA,3721
328,OH- CLEVELAND,04-29-2020,8826,4413,NA,244,24,NA,7442
329,OH- COLUMBUS,04-29-2020,8955,4477,NA,366,109,NA,14884
330,OH- DAYTON,04-29-2020,3268,1634,NA,61,18,NA,7442
331,OH- ELYRIA,04-29-2020,725,362,NA,183,54,NA,14884
332,OH- KETTERING,04-29-2020,1156,578,NA,305,30,NA,37210
334,OH- TOLEDO,04-29-2020,4189,2094,NA,366,36,NA,11163
335,OH- YOUNGSTOWN,04-29-2020,2600,1300,NA,549,54,NA,3721
336,OK- LAWTON,04-29-2020,713,356,NA,610,122,NA,11163
339,OK- OKLAHOMA CITY,04-29-2020,6580,3290,NA,244,24,NA,11163
340,OK- TULSA,04-29-2020,5022,2511,NA,244,24,NA,11163
341,OR- BEND,04-29-2020,405,202,NA,488,146,NA,37210
342,OR- EUGENE,04-29-2020,1175,587,NA,549,164,NA,37210
343,OR- MEDFORD,04-29-2020,965,482,NA,366,36,NA,11163
344,OR- PORTLAND,04-29-2020,5236,2618,NA,305,91,NA,7442
345,OR- SALEM,04-29-2020,436,218,NA,122,12,NA,18605
346,PA- ALLENTOWN,04-29-2020,3157,1578,NA,122,12,NA,22326
347,PA- ALTOONA,04-29-2020,695,347,NA,427,85,NA,7442
350,PA- DANVILLE,04-29-2020,1519,759,NA,305,91,NA,26047
351,PA- ERIE,04-29-2020,2226,1113,NA,488,97,NA,7442
352,PA- HARRISBURG,04-29-2020,2291,1145,NA,305,91,NA,22326
354,PA- JOHNSTOWN,04-29-2020,740,370,NA,61,6,NA,37210
355,PA- LANCASTER,04-29-2020,1191,595,NA,61,6,NA,3721
356,PA- PHILADELPHIA,04-29-2020,12454,6227,NA,183,54,NA,18605
357,PA- PITTSBURGH,04-29-2020,11672,5836,NA,366,109,NA,37210
358,PA- READING,04-29-2020,1424,712,NA,61,6,NA,18605
359,PA- SAYRE,04-29-2020,471,235,NA,183,18,NA,18605
360,PA- SCRANTON,04-29-2020,882,441,NA,61,18,NA,7442
362,PA- WILKES-BARRE,04-29-2020,655,327,NA,610,61,NA,37210
363,PA- YORK,04-29-2020,831,415,NA,366,73,NA,37210
364,RI- PROVIDENCE,04-29-2020,3132,1566,NA,183,54,NA,18605
365,SC- CHARLESTON,04-29-2020,2977,1488,NA,244,73,NA,11163
366,SC- COLUMBIA,04-29-2020,3748,1874,NA,427,85,NA,14884
367,SC- FLORENCE,04-29-2020,1341,670,NA,244,24,NA,18605
368,SC- GREENVILLE,04-29-2020,2392,1196,NA,305,30,NA,3721
369,SC- SPARTANBURG,04-29-2020,1061,530,NA,244,73,NA,7442
370,SD- RAPID CITY,04-29-2020,688,344,NA,610,183,NA,37210
371,SD- SIOUX FALLS,04-29-2020,2774,1387,NA,366,109,NA,7442
373,TN- CHATTANOOGA,04-29-2020,2241,1120,NA,244,73,NA,26047
374,TN- JACKSON,04-29-2020,1350,675,NA,610,61,NA,11163
375,TN- JOHNSON CITY,04-29-2020,940,470,NA,244,73,NA,3721
376,TN- KINGSPORT,04-29-2020,1986,993,NA,244,24,NA,26047
377,TN- KNOXVILLE,04-29-2020,4175,2087,NA,122,24,NA,7442
379,TN- MEMPHIS,04-29-2020,6318,3159,NA,244,24,NA,7442
380,TN- NASHVILLE,04-29-2020,8554,4277,NA,244,73,NA,33489
382,TX- ABILENE,04-29-2020,1328,664,NA,305,61,NA,22326
383,TX- AMARILLO,04-29-2020,1502,751,NA,183,36,NA,22326
385,TX- AUSTIN,04-29-2020,3498,1749,NA,122,36,NA,26047
386,TX- BEAUMONT,04-29-2020,1370,685,NA,305,61,NA,22326
388,TX- BRYAN,04-29-2020,612,306,NA,244,73,NA,18605
390,TX- CORPUS CHRISTI,04-29-2020,2052,1026,NA,305,91,NA,22326
391,TX- DALLAS,04-29-2020,12245,6122,NA,122,36,NA,3721
393,TX- EL PASO,04-29-2020,2745,1372,NA,488,48,NA,29768
394,TX- FORT WORTH,04-29-2020,5007,2503,NA,122,24,NA,7442
396,TX- HARLINGEN,04-29-2020,1418,709,NA,183,18,NA,14884
397,TX- HOUSTON,04-29-2020,17066,8533,NA,244,73,NA,29768
399,TX- LONGVIEW,04-29-2020,686,343,NA,549,164,NA,37210
400,TX- LUBBOCK,04-29-2020,2390,1195,NA,183,36,NA,14884
402,TX- MCALLEN,04-29-2020,1586,793,NA,244,24,NA,18605
406,TX- ODESSA,04-29-2020,1292,646,NA,549,54,NA,7442
411,TX- SAN ANGELO,04-29-2020,687,343,NA,305,30,NA,14884
412,TX- SAN ANTONIO,04-29-2020,7236,3618,NA,366,109,NA,18605
413,TX- TEMPLE,04-29-2020,939,469,NA,183,18,NA,22326
416,TX- TYLER,04-29-2020,1604,802,NA,427,128,NA,33489
417,TX- VICTORIA,04-29-2020,767,383,NA,610,183,NA,26047
418,TX- WACO,04-29-2020,597,298,NA,244,24,NA,22326
420,TX- WICHITA FALLS,04-29-2020,690,345,NA,183,18,NA,22326
421,UT- OGDEN,04-29-2020,730,365,NA,610,122,NA,29768
422,UT- PROVO,04-29-2020,902,451,NA,61,18,NA,29768
423,UT- SALT LAKE CITY,04-29-2020,3950,1975,NA,610,183,NA,26047
424,VT- BURLINGTON,04-29-2020,1584,792,NA,183,36,NA,14884
426,VA- ARLINGTON,04-29-2020,2893,1446,NA,366,109,NA,18605
427,VA- CHARLOTTESVILLE,04-29-2020,1403,701,NA,549,109,NA,14884
428,VA- LYNCHBURG,04-29-2020,752,376,NA,427,42,NA,14884
429,VA- NEWPORT NEWS,04-29-2020,1139,569,NA,549,54,NA,26047
430,VA- NORFOLK,04-29-2020,2707,1353,NA,549,109,NA,7442
431,VA- RICHMOND,04-29-2020,4700,2350,NA,610,122,NA,7442
432,VA- ROANOKE,04-29-2020,2794,1397,NA,305,91,NA,37210
435,VA- WINCHESTER,04-29-2020,933,466,NA,488,97,NA,37210
437,WA- EVERETT,04-29-2020,821,410,NA,61,6,NA,3721
438,WA- OLYMPIA,04-29-2020,675,337,NA,61,18,NA,14884
439,WA- SEATTLE,04-29-2020,5443,2721,NA,610,183,NA,11163
440,WA- SPOKANE,04-29-2020,3759,1879,NA,549,164,NA,14884
441,WA- TACOMA,04-29-2020,1227,613,NA,122,24,NA,33489
442,WA- YAKIMA,04-29-2020,579,289,NA,61,12,NA,3721
443,WV- CHARLESTON,04-29-2020,2425,1212,NA,549,54,NA,14884
444,WV- HUNTINGTON,04-29-2020,1650,825,NA,61,12,NA,26047
445,WV- MORGANTOWN,04-29-2020,1763,881,NA,610,122,NA,29768
446,WI- APPLETON,04-29-2020,617,308,NA,305,91,NA,14884
447,WI- GREEN BAY,04-29-2020,1601,800,NA,610,183,NA,37210
448,WI- LA CROSSE,04-29-2020,955,477,NA,610,122,NA,26047
449,WI- MADISON,04-29-2020,3009,1504,NA,427,42,NA,33489
450,WI- MARSHFIELD,04-29-2020,1178,589,NA,610,61,NA,11163
451,WI- MILWAUKEE,04-29-2020,8250,4125,NA,244,24,NA,18605
303,NY- NEW YORK,04-29-2020,15546,7773,NA,427,85,NA,37210
452,WI- NEENAH,04-29-2020,558,279,NA,244,24,NA,7442
456,WI- WAUSAU,04-29-2020,565,282,NA,549,164,NA,14884
457,WY- CASPER,04-29-2020,701,350,NA,61,6,NA,33489
