HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
62,CA- NAPA,87.76,41,35,55,81.55,103.2,41 [35 - 55],87.76% [81.55% - 103.2%],05-12-2020
65,CA- ALAMEDA CO.,91.6,388,347,498,83.79,111.99,388 [347 - 498],91.6% [83.79% - 111.99%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,83.42,33,29,45,81.04,90.64,33 [29 - 45],83.42% [81.04% - 90.64%],05-12-2020
73,CA- REDDING,83.97,40,35,55,80.92,92.29,40 [35 - 55],83.97% [80.92% - 92.29%],05-12-2020
77,CA- SACRAMENTO,89.53,453,404,597,83.09,107.93,453 [404 - 597],89.53% [83.09% - 107.93%],05-12-2020
78,CA- SALINAS,88.77,68,61,91,82.65,106.23,68 [61 - 91],88.77% [82.65% - 106.23%],05-12-2020
79,CA- SAN BERNARDINO,85.82,333,297,454,81.89,98.14,333 [297 - 454],85.82% [81.89% - 98.14%],05-12-2020
80,CA- SAN DIEGO,87.41,520,463,698,82.36,102.61,520 [463 - 698],87.41% [82.36% - 102.61%],05-12-2020
81,CA- SAN FRANCISCO,86.85,343,306,440,82.23,98.79,343 [306 - 440],86.85% [82.23% - 98.79%],05-12-2020
82,CA- SAN JOSE,94.52,436,391,556,84.86,119.39,436 [391 - 556],94.52% [84.86% - 119.39%],05-12-2020
83,CA- SAN LUIS OBISPO,87.44,29,26,41,82.19,102.81,29 [26 - 41],87.44% [82.19% - 102.81%],05-12-2020
85,CA- SAN MATEO CO.,87.91,212,190,270,82.6,101.44,212 [190 - 270],87.91% [82.6% - 101.44%],05-12-2020
86,CA- SANTA BARBARA,85.22,47,42,66,81.45,96.56,47 [42 - 66],85.22% [81.45% - 96.56%],05-12-2020
87,CA- SANTA CRUZ,96.8,58,52,76,85.29,128.19,58 [52 - 76],96.8% [85.29% - 128.19%],05-12-2020
89,CA- SANTA ROSA,85.65,103,93,135,81.77,96.23,103 [93 - 135],85.65% [81.77% - 96.23%],05-12-2020
91,CA- STOCKTON,91.02,114,102,151,83.29,112.08,114 [102 - 151],91.02% [83.29% - 112.08%],05-12-2020
96,CA- VENTURA,86.15,93,83,127,81.91,99.01,93 [83 - 127],86.15% [81.91% - 99.01%],05-12-2020
101,CO- BOULDER,98.45,84,77,102,87.79,121.47,84 [77 - 102],98.45% [87.79% - 121.47%],05-12-2020
102,CO- COLORADO SPRINGS,95.71,159,144,197,86.38,118.45,159 [144 - 197],95.71% [86.38% - 118.45%],05-12-2020
103,CO- DENVER,97.35,824,748,987,87.22,118.85,824 [748 - 987],97.35% [87.22% - 118.85%],05-12-2020
104,CO- FORT COLLINS,89.96,60,55,73,84.23,102.85,60 [55 - 73],89.96% [84.23% - 102.85%],05-12-2020
105,CO- GRAND JUNCTION,92.83,96,89,115,85.93,108.41,96 [89 - 115],92.83% [85.93% - 108.41%],05-12-2020
106,CO- GREELEY,91.71,88,81,107,84.76,107.03,88 [81 - 107],91.71% [84.76% - 107.03%],05-12-2020
107,CO- PUEBLO,82.83,19,18,25,81.13,87.39,19 [18 - 25],82.83% [81.13% - 87.39%],05-12-2020
109,CT- BRIDGEPORT,91.18,186,166,221,83.42,104.31,186 [166 - 221],91.18% [83.42% - 104.31%],05-12-2020
110,CT- HARTFORD,87.33,235,207,293,81.93,98.52,235 [207 - 293],87.33% [81.93% - 98.52%],05-12-2020
111,CT- NEW HAVEN,88.1,307,271,378,82.34,99.7,307 [271 - 378],88.1% [82.34% - 99.7%],05-12-2020
112,DE- WILMINGTON,89.17,167,152,194,84.14,98.15,167 [152 - 194],89.17% [84.14% - 98.15%],05-12-2020
113,DC- WASHINGTON,106.34,1935,1777,2193,93.32,127.84,1935 [1777 - 2193],106.34% [93.32% - 127.84%],05-12-2020
115,FL- BRADENTON,83.46,18,17,25,81.41,89.45,18 [17 - 25],83.46% [81.41% - 89.45%],05-12-2020
116,FL- CLEARWATER,82.24,32,30,42,80.92,85.93,32 [30 - 42],82.24% [80.92% - 85.93%],05-12-2020
118,FL- FORT LAUDERDALE,83.42,294,269,376,81.46,89.22,294 [269 - 376],83.42% [81.46% - 89.22%],05-12-2020
119,FL- FORT MYERS,82.79,103,94,134,81.2,87.79,103 [94 - 134],82.79% [81.2% - 87.79%],05-12-2020
120,FL- GAINESVILLE,81.46,24,22,36,80.43,85.54,24 [22 - 36],81.46% [80.43% - 85.54%],05-12-2020
122,FL- HUDSON,82.39,26,25,34,81.12,86.23,26 [25 - 34],82.39% [81.12% - 86.23%],05-12-2020
123,FL- JACKSONVILLE,82.68,130,117,173,80.9,87.72,130 [117 - 173],82.68% [80.9% - 87.72%],05-12-2020
124,FL- LAKELAND,82.62,25,23,33,81.12,86.93,25 [23 - 33],82.62% [81.12% - 86.93%],05-12-2020
127,FL- MIAMI,83.3,353,321,455,81.33,89.14,353 [321 - 455],83.3% [81.33% - 89.14%],05-12-2020
129,FL- OCALA,82.36,26,24,36,80.88,86.51,26 [24 - 36],82.36% [80.88% - 86.51%],05-12-2020
130,FL- ORLANDO,82.43,249,228,320,81.02,86.5,249 [228 - 320],82.43% [81.02% - 86.5%],05-12-2020
131,FL- ORMOND BEACH,81.66,24,22,32,80.48,84.35,24 [22 - 32],81.66% [80.48% - 84.35%],05-12-2020
133,FL- PANAMA CITY,81.15,7,6,8,80.0,82.26,7 [6 - 8],81.15% [80.0% - 82.26%],05-12-2020
134,FL- PENSACOLA,81.73,37,34,49,80.72,84.85,37 [34 - 49],81.73% [80.72% - 84.85%],05-12-2020
137,FL- SARASOTA,82.12,28,26,38,80.9,86.16,28 [26 - 38],82.12% [80.9% - 86.16%],05-12-2020
139,FL- ST PETERSBURG,81.86,25,23,33,80.75,84.94,25 [23 - 33],81.86% [80.75% - 84.94%],05-12-2020
140,FL- TALLAHASSEE,85.36,143,126,178,81.63,93.31,143 [126 - 178],85.36% [81.63% - 93.31%],05-12-2020
141,FL- TAMPA,82.57,107,98,136,81.13,86.81,107 [98 - 136],82.57% [81.13% - 86.81%],05-12-2020
142,GA- ALBANY,94.93,156,142,181,86.11,110.57,156 [142 - 181],94.93% [86.11% - 110.57%],05-12-2020
144,GA- ATLANTA,100.33,3053,2753,3626,87.98,123.05,3053 [2753 - 3626],100.33% [87.98% - 123.05%],05-12-2020
145,GA- AUGUSTA,85.32,127,114,156,81.96,92.18,127 [114 - 156],85.32% [81.96% - 92.18%],05-12-2020
146,GA- COLUMBUS,87.07,87,79,108,82.86,97.39,87 [79 - 108],87.07% [82.86% - 97.39%],05-12-2020
147,GA- MACON,87.65,167,147,217,81.74,100.93,167 [147 - 217],87.65% [81.74% - 100.93%],05-12-2020
148,GA- ROME,99.71,142,128,167,86.83,121.39,142 [128 - 167],99.71% [86.83% - 121.39%],05-12-2020
149,GA- SAVANNAH,86.77,137,123,175,82.38,97.35,137 [123 - 175],86.77% [82.38% - 97.35%],05-12-2020
151,ID- BOISE,82.06,38,35,49,80.72,85.1,38 [35 - 49],82.06% [80.72% - 85.1%],05-12-2020
152,ID- IDAHO FALLS,80.78,0,0,2,80.0,82.82,0 [0 - 2],80.78% [80.0% - 82.82%],05-12-2020
154,IL- AURORA,125.23,235,214,275,99.35,174.31,235 [214 - 275],125.23% [99.35% - 174.31%],05-12-2020
155,IL- BLUE ISLAND,101.25,535,488,622,89.23,123.57,535 [488 - 622],101.25% [89.23% - 123.57%],05-12-2020
156,IL- CHICAGO,96.6,1793,1631,2082,87.35,114.72,1793 [1631 - 2082],96.6% [87.35% - 114.72%],05-12-2020
158,IL- ELGIN,129.92,539,491,626,101.64,182.03,539 [491 - 626],129.92% [101.64% - 182.03%],05-12-2020
161,IL- EVANSTON,109.78,716,652,831,92.96,140.76,716 [652 - 831],109.78% [92.96% - 140.76%],05-12-2020
163,IL- HINSDALE,111.87,347,316,405,93.64,145.91,347 [316 - 405],111.87% [93.64% - 145.91%],05-12-2020
164,IL- JOLIET,116.91,485,441,569,95.54,157.53,485 [441 - 569],116.91% [95.54% - 157.53%],05-12-2020
166,IL- MELROSE PARK,111.0,955,869,1111,93.41,143.8,955 [869 - 1111],111.0% [93.41% - 143.8%],05-12-2020
170,IL- PEORIA,89.26,168,150,213,83.44,103.18,168 [150 - 213],89.26% [83.44% - 103.18%],05-12-2020
171,IL- ROCKFORD,103.8,361,325,427,89.67,130.75,361 [325 - 427],103.8% [89.67% - 130.75%],05-12-2020
172,IL- SPRINGFIELD,86.45,160,140,207,81.61,96.7,160 [140 - 207],86.45% [81.61% - 96.7%],05-12-2020
173,IL- URBANA,88.53,86,77,111,82.98,102.52,86 [77 - 111],88.53% [82.98% - 102.52%],05-12-2020
175,IL- BLOOMINGTON,105.09,64,58,80,89.36,141.42,64 [58 - 80],105.09% [89.36% - 141.42%],05-12-2020
179,IN- EVANSVILLE,81.97,38,32,73,81.03,92.42,38 [32 - 73],81.97% [81.03% - 92.42%],05-12-2020
180,IN- FORT WAYNE,84.77,101,91,167,81.58,103.01,101 [91 - 167],84.77% [81.58% - 103.01%],05-12-2020
181,IN- GARY,123.1,645,584,740,98.92,162.67,645 [584 - 740],123.1% [98.92% - 162.67%],05-12-2020
183,IN- INDIANAPOLIS,95.03,1288,1151,1695,85.77,125.99,1288 [1151 - 1695],95.03% [85.77% - 125.99%],05-12-2020
184,IN- LAFAYETTE,91.19,79,71,105,84.05,111.98,79 [71 - 105],91.19% [84.05% - 111.98%],05-12-2020
185,IN- MUNCIE,91.17,42,40,62,85.01,116.75,42 [40 - 62],91.17% [85.01% - 116.75%],05-12-2020
186,IN- MUNSTER,114.51,394,359,457,95.77,148.02,394 [359 - 457],114.51% [95.77% - 148.02%],05-12-2020
187,IN- SOUTH BEND,94.84,224,200,275,85.56,115.32,224 [200 - 275],94.84% [85.56% - 115.32%],05-12-2020
188,IN- TERRE HAUTE,84.0,21,18,40,81.86,103.38,21 [18 - 40],84.0% [81.86% - 103.38%],05-12-2020
190,IA- CEDAR RAPIDS,99.28,213,192,244,87.71,117.37,213 [192 - 244],99.28% [87.71% - 117.37%],05-12-2020
191,IA- DAVENPORT,86.28,138,125,164,82.47,92.82,138 [125 - 164],86.28% [82.47% - 92.82%],05-12-2020
192,IA- DES MOINES,92.16,397,353,479,83.89,106.88,397 [353 - 479],92.16% [83.89% - 106.88%],05-12-2020
193,IA- DUBUQUE,90.56,56,51,64,84.59,100.55,56 [51 - 64],90.56% [84.59% - 100.55%],05-12-2020
194,IA- IOWA CITY,90.62,202,184,231,84.07,100.43,202 [184 - 231],90.62% [84.07% - 100.43%],05-12-2020
195,IA- MASON CITY,83.3,21,16,29,80.82,90.37,21 [16 - 29],83.3% [80.82% - 90.37%],05-12-2020
196,IA- SIOUX CITY,88.79,97,86,111,82.47,96.43,97 [86 - 111],88.79% [82.47% - 96.43%],05-12-2020
197,IA- WATERLOO,91.81,73,66,88,83.6,105.35,73 [66 - 88],91.81% [83.6% - 105.35%],05-12-2020
200,KS- TOPEKA,87.69,115,100,152,82.07,101.46,115 [100 - 152],87.69% [82.07% - 101.46%],05-12-2020
201,KS- WICHITA,83.59,176,155,240,81.17,90.93,176 [155 - 240],83.59% [81.17% - 90.93%],05-12-2020
203,KY- COVINGTON,89.81,106,96,131,84.72,102.89,106 [96 - 131],89.81% [84.72% - 102.89%],05-12-2020
204,KY- LEXINGTON,84.98,255,213,371,80.77,99.13,255 [213 - 371],84.98% [80.77% - 99.13%],05-12-2020
205,KY- LOUISVILLE,88.81,421,366,538,82.51,103.42,421 [366 - 538],88.81% [82.51% - 103.42%],05-12-2020
207,KY- OWENSBORO,84.25,14,12,23,80.0,93.35,14 [12 - 23],84.25% [80.0% - 93.35%],05-12-2020
208,KY- PADUCAH,80.92,9,4,29,80.18,87.21,9 [4 - 29],80.92% [80.18% - 87.21%],05-12-2020
209,LA- ALEXANDRIA,80.0,0,0,2,80.0,80.91,0 [0 - 2],80.0% [80.0% - 80.91%],05-12-2020
210,LA- BATON ROUGE,81.79,43,38,65,80.52,87.18,43 [38 - 65],81.79% [80.52% - 87.18%],05-12-2020
212,LA- HOUMA,81.78,7,7,14,80.0,87.7,7 [7 - 14],81.78% [80.0% - 87.7%],05-12-2020
213,LA- LAFAYETTE,80.29,0,0,8,80.0,82.45,0 [0 - 8],80.29% [80.0% - 82.45%],05-12-2020
214,LA- LAKE CHARLES,80.51,0,0,1,80.0,81.27,0 [0 - 1],80.51% [80.0% - 81.27%],05-12-2020
216,LA- METAIRIE,85.17,50,45,64,81.48,94.54,50 [45 - 64],85.17% [81.48% - 94.54%],05-12-2020
217,LA- MONROE,80.0,0,0,0,80.0,80.65,0 [0 - 0],80.0% [80.0% - 80.65%],05-12-2020
218,LA- NEW ORLEANS,82.96,67,61,90,80.99,88.95,67 [61 - 90],82.96% [80.99% - 88.95%],05-12-2020
219,LA- SHREVEPORT,80.53,12,10,19,80.0,81.97,12 [10 - 19],80.53% [80.0% - 81.97%],05-12-2020
220,LA- SLIDELL,89.49,46,43,56,84.76,101.43,46 [43 - 56],89.49% [84.76% - 101.43%],05-12-2020
221,ME- BANGOR,80.32,0,0,2,80.0,81.28,0 [0 - 2],80.32% [80.0% - 81.28%],05-12-2020
222,ME- PORTLAND,81.7,40,37,51,80.57,84.5,40 [37 - 51],81.7% [80.57% - 84.5%],05-12-2020
223,MD- BALTIMORE,104.02,2152,1952,2453,90.24,123.91,2152 [1952 - 2453],104.02% [90.24% - 123.91%],05-12-2020
225,MD- SALISBURY,97.69,163,148,190,87.15,114.69,163 [148 - 190],97.69% [87.15% - 114.69%],05-12-2020
226,MD- TAKOMA PARK,145.45,837,771,947,113.49,197.87,837 [771 - 947],145.45% [113.49% - 197.87%],05-12-2020
227,MA- BOSTON,88.32,1153,1027,1453,82.86,101.59,1153 [1027 - 1453],88.32% [82.86% - 101.59%],05-12-2020
230,MA- SPRINGFIELD,87.23,113,101,145,82.37,99.3,113 [101 - 145],87.23% [82.37% - 99.3%],05-12-2020
231,MA- WORCESTER,90.91,175,155,223,83.65,109.17,175 [155 - 223],90.91% [83.65% - 109.17%],05-12-2020
232,MI- ANN ARBOR,81.3,38,34,56,80.37,85.12,38 [34 - 56],81.3% [80.37% - 85.12%],05-12-2020
233,MI- DEARBORN,81.05,14,13,21,80.3,83.95,14 [13 - 21],81.05% [80.3% - 83.95%],05-12-2020
234,MI- DETROIT,81.27,56,50,79,80.28,84.68,56 [50 - 79],81.27% [80.28% - 84.68%],05-12-2020
235,MI- FLINT,81.0,7,7,13,80.0,84.07,7 [7 - 13],81.0% [80.0% - 84.07%],05-12-2020
236,MI- GRAND RAPIDS,80.27,0,0,5,80.0,81.6,0 [0 - 5],80.27% [80.0% - 81.6%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,81.15,0 [0 - 2],80.0% [80.0% - 81.15%],05-12-2020
239,MI- LANSING,80.4,0,0,5,80.0,82.41,0 [0 - 5],80.4% [80.0% - 82.41%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.0,0,0,1,80.0,81.49,0 [0 - 1],80.0% [80.0% - 81.49%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,81.29,13,12,20,80.34,84.81,13 [12 - 20],81.29% [80.34% - 84.81%],05-12-2020
245,MI- ROYAL OAK,80.97,21,20,31,80.26,83.63,21 [20 - 31],80.97% [80.26% - 83.63%],05-12-2020
246,MI- SAGINAW,80.0,0,0,4,80.0,81.53,0 [0 - 4],80.0% [80.0% - 81.53%],05-12-2020
248,MI- ST JOSEPH,81.5,0,0,1,80.33,82.98,0 [0 - 1],81.5% [80.33% - 82.98%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,81.59,16,14,22,80.34,84.48,16 [14 - 22],81.59% [80.34% - 84.48%],05-12-2020
251,MN- MINNEAPOLIS,87.2,609,543,794,82.5,100.06,609 [543 - 794],87.2% [82.5% - 100.06%],05-12-2020
253,MN- ROCHESTER,84.09,104,93,131,81.19,90.12,104 [93 - 131],84.09% [81.19% - 90.12%],05-12-2020
254,MN- ST CLOUD,85.81,39,35,53,81.98,97.54,39 [35 - 53],85.81% [81.98% - 97.54%],05-12-2020
256,MN- ST PAUL,89.54,214,192,272,83.68,104.9,214 [192 - 272],89.54% [83.68% - 104.9%],05-12-2020
257,MS- GULFPORT,89.53,67,61,86,83.49,104.58,67 [61 - 86],89.53% [83.49% - 104.58%],05-12-2020
258,MS- HATTIESBURG,84.54,52,47,81,81.49,100.17,52 [47 - 81],84.54% [81.49% - 100.17%],05-12-2020
259,MS- JACKSON,85.14,228,198,321,81.05,97.9,228 [198 - 321],85.14% [81.05% - 97.9%],05-12-2020
260,MS- MERIDIAN,81.36,7,6,13,80.0,85.32,7 [6 - 13],81.36% [80.0% - 85.32%],05-12-2020
261,MS- OXFORD,83.92,21,18,36,80.0,97.55,21 [18 - 36],83.92% [80.0% - 97.55%],05-12-2020
262,MS- TUPELO,83.31,49,38,73,80.0,93.01,49 [38 - 73],83.31% [80.0% - 93.01%],05-12-2020
263,MO- CAPE GIRARDEAU,80.36,1,1,4,80.1,82.24,1 [1 - 4],80.36% [80.1% - 82.24%],05-12-2020
264,MO- COLUMBIA,81.69,28,24,48,80.33,88.24,28 [24 - 48],81.69% [80.33% - 88.24%],05-12-2020
267,MO- JOPLIN,81.35,10,8,22,80.0,87.86,10 [8 - 22],81.35% [80.0% - 87.86%],05-12-2020
268,MO- KANSAS CITY,87.51,592,538,710,83.32,96.56,592 [538 - 710],87.51% [83.32% - 96.56%],05-12-2020
270,MO- SPRINGFIELD,81.54,27,24,48,80.46,87.45,27 [24 - 48],81.54% [80.46% - 87.45%],05-12-2020
273,MO- ST LOUIS,83.36,406,366,503,81.4,88.03,406 [366 - 503],83.36% [81.4% - 88.03%],05-12-2020
274,MT- BILLINGS,80.88,16,14,21,80.23,82.08,16 [14 - 21],80.88% [80.23% - 82.08%],05-12-2020
275,MT- GREAT FALLS,80.38,0,0,0,80.0,80.62,0 [0 - 0],80.38% [80.0% - 80.62%],05-12-2020
276,MT- MISSOULA,80.52,0,0,4,80.17,82.16,0 [0 - 4],80.52% [80.17% - 82.16%],05-12-2020
277,NE- LINCOLN,102.61,412,370,475,88.55,125.35,412 [370 - 475],102.61% [88.55% - 125.35%],05-12-2020
278,NE- OMAHA,102.87,1247,1152,1349,91.4,115.27,1247 [1152 - 1349],102.87% [91.4% - 115.27%],05-12-2020
279,NV- LAS VEGAS,91.6,470,433,575,85.81,107.44,470 [433 - 575],91.6% [85.81% - 107.44%],05-12-2020
280,NV- RENO,85.23,97,88,132,82.08,96.24,97 [88 - 132],85.23% [82.08% - 96.24%],05-12-2020
281,NH- LEBANON,82.9,26,24,33,81.13,87.52,26 [24 - 33],82.9% [81.13% - 87.52%],05-12-2020
282,NH- MANCHESTER,83.15,57,52,72,81.37,87.8,57 [52 - 72],83.15% [81.37% - 87.8%],05-12-2020
283,NJ- CAMDEN,83.82,302,272,374,81.4,89.44,302 [272 - 374],83.82% [81.4% - 89.44%],05-12-2020
284,NJ- HACKENSACK,85.62,205,185,245,82.04,92.58,205 [185 - 245],85.62% [82.04% - 92.58%],05-12-2020
285,NJ- MORRISTOWN,87.64,145,131,179,82.75,99.09,145 [131 - 179],87.64% [82.75% - 99.09%],05-12-2020
288,NJ- NEW BRUNSWICK,85.08,137,125,171,81.88,92.73,137 [125 - 171],85.08% [81.88% - 92.73%],05-12-2020
289,NJ- NEWARK,84.48,213,193,260,81.63,90.78,213 [193 - 260],84.48% [81.63% - 90.78%],05-12-2020
291,NJ- PATERSON,84.67,51,46,63,81.61,91.54,51 [46 - 63],84.67% [81.61% - 91.54%],05-12-2020
292,NJ- RIDGEWOOD,91.43,89,80,106,84.04,105.76,89 [80 - 106],91.43% [84.04% - 105.76%],05-12-2020
293,NM- ALBUQUERQUE,95.14,505,449,625,85.06,116.5,505 [449 - 625],95.14% [85.06% - 116.5%],05-12-2020
295,NY- ALBANY,86.44,314,278,396,81.6,97.22,314 [278 - 396],86.44% [81.6% - 97.22%],05-12-2020
296,NY- BINGHAMTON,82.04,15,13,25,80.0,88.61,15 [13 - 25],82.04% [80.0% - 88.61%],05-12-2020
297,NY- BRONX,89.29,332,299,401,83.07,102.04,332 [299 - 401],89.29% [83.07% - 102.04%],05-12-2020
299,NY- BUFFALO,81.63,57,50,84,80.42,86.18,57 [50 - 84],81.63% [80.42% - 86.18%],05-12-2020
300,NY- ELMIRA,80.79,7,6,14,80.0,84.64,7 [6 - 14],80.79% [80.0% - 84.64%],05-12-2020
301,NY- EAST LONG ISLAND,88.68,1128,1013,1375,82.65,101.9,1128 [1013 - 1375],88.68% [82.65% - 101.9%],05-12-2020
304,NY- ROCHESTER,82.6,71,62,98,80.51,88.38,71 [62 - 98],82.6% [80.51% - 88.38%],05-12-2020
307,NY- SYRACUSE,81.09,29,26,47,80.35,85.27,29 [26 - 47],81.09% [80.35% - 85.27%],05-12-2020
308,NY- WHITE PLAINS,88.54,250,226,298,82.96,99.43,250 [226 - 298],88.54% [82.96% - 99.43%],05-12-2020
309,NC- ASHEVILLE,84.35,79,70,102,81.06,91.24,79 [70 - 102],84.35% [81.06% - 91.24%],05-12-2020
311,NC- CHARLOTTE,93.48,777,708,935,85.99,109.68,777 [708 - 935],93.48% [85.99% - 109.68%],05-12-2020
312,NC- DURHAM,89.47,434,389,541,83.16,103.09,434 [389 - 541],89.47% [83.16% - 103.09%],05-12-2020
313,NC- GREENSBORO,89.3,164,147,205,83.46,102.91,164 [147 - 205],89.3% [83.46% - 102.91%],05-12-2020
314,NC- GREENVILLE,85.76,140,124,184,81.99,95.78,140 [124 - 184],85.76% [81.99% - 95.78%],05-12-2020
315,NC- HICKORY,88.17,57,52,73,83.07,100.45,57 [52 - 73],88.17% [83.07% - 100.45%],05-12-2020
318,NC- RALEIGH,97.9,755,676,934,86.61,123.54,755 [676 - 934],97.9% [86.61% - 123.54%],05-12-2020
319,NC- WILMINGTON,88.37,99,90,125,83.37,100.38,99 [90 - 125],88.37% [83.37% - 100.38%],05-12-2020
320,NC- WINSTON-SALEM,87.21,263,236,332,82.88,98.2,263 [236 - 332],87.21% [82.88% - 98.2%],05-12-2020
321,ND- BISMARCK,83.32,24,22,32,81.31,89.55,24 [22 - 32],83.32% [81.31% - 89.55%],05-12-2020
322,ND- FARGO MOORHEAD -MN,81.07,18,15,26,80.15,83.45,18 [15 - 26],81.07% [80.15% - 83.45%],05-12-2020
323,ND- GRAND FORKS,80.68,0,0,2,80.0,82.21,0 [0 - 2],80.68% [80.0% - 82.21%],05-12-2020
324,ND- MINOT,81.7,7,7,11,80.57,84.86,7 [7 - 11],81.7% [80.57% - 84.86%],05-12-2020
325,OH- AKRON,89.85,236,212,293,83.67,104.03,236 [212 - 293],89.85% [83.67% - 104.03%],05-12-2020
326,OH- CANTON,88.78,182,165,227,82.98,100.9,182 [165 - 227],88.78% [82.98% - 100.9%],05-12-2020
327,OH- CINCINNATI,86.42,303,269,368,82.32,94.83,303 [269 - 368],86.42% [82.32% - 94.83%],05-12-2020
328,OH- CLEVELAND,88.51,747,672,922,83.17,100.51,747 [672 - 922],88.51% [83.17% - 100.51%],05-12-2020
329,OH- COLUMBUS,84.63,411,360,519,81.38,91.95,411 [360 - 519],84.63% [81.38% - 91.95%],05-12-2020
330,OH- DAYTON,84.23,134,119,175,81.41,91.44,134 [119 - 175],84.23% [81.41% - 91.44%],05-12-2020
331,OH- ELYRIA,93.0,92,83,113,84.83,111.45,92 [83 - 113],93.0% [84.83% - 111.45%],05-12-2020
332,OH- KETTERING,85.68,62,57,78,82.42,93.84,62 [57 - 78],85.68% [82.42% - 93.84%],05-12-2020
334,OH- TOLEDO,83.91,159,141,195,81.12,88.83,159 [141 - 195],83.91% [81.12% - 88.83%],05-12-2020
335,OH- YOUNGSTOWN,85.55,140,128,174,82.31,93.23,140 [128 - 174],85.55% [82.31% - 93.23%],05-12-2020
336,OK- LAWTON,82.28,16,15,25,81.96,89.68,16 [15 - 25],82.28% [81.96% - 89.68%],05-12-2020
339,OK- OKLAHOMA CITY,87.14,468,423,635,82.74,102.34,468 [423 - 635],87.14% [82.74% - 102.34%],05-12-2020
340,OK- TULSA,84.33,215,193,296,81.45,93.9,215 [193 - 296],84.33% [81.45% - 93.9%],05-12-2020
